primary_vessel_id,vessel_name,call_sign,service_type,service_sub,status_lookup,construct_complete_year,out_of_service_date,identification,id_type_id,id_type_name,country,country_id
276940,KA,,Recreational,General,Active,1985,,903778,6,Official Number (U.S.),UNITED STATES,176948
1232691,FL5900LF,,Recreational,General,Active,1999,,FL5900LF,12,State Number,UNITED STATES,176948
501564,AGS 731,,Freight Barge,General,Active,1999,,1085700,6,Official Number (U.S.),UNITED STATES,176948
515673,1883-99,,Recreational,High Performance,Unknown,,,CF6110PK,12,State Number,UNITED STATES,176948
545094,NJ3322GF,,Recreational,Personal Watercraft (e.g. Jet Ski),Unknown,,,NJ3322GF,12,State Number,UNITED STATES,176948
581156,NY2039BN,,Recreational,Runabout,Active,1975,,NY2039BN,12,State Number,UNITED STATES,176948
1062963,UNDER THE INFLUENCE,,Recreational,Go-Fast,Active,1989,,VA5835AY,12,State Number,UNITED STATES,176948
1137499,UNNAMED,,Recreational,General,Active,2002,,XLUNC9001203,15,HIN,UNITED STATES,176948
1061578,UNNAMED,,Recreational,General,Active,2000,,MRK3043H0901,15,HIN,UNKNOWN,282527
626166,KICKIN GRASS,,Recreational,General,Active,2002,,NY0515UW,12,State Number,UNITED STATES,176948
289724,CAPT. DAN,,Commercial Fishing Vessel,General,Active,1966,,908747,6,Official Number (U.S.),UNITED STATES,176948
993967,CALYPSO,ZCPA9,Recreational,"Yacht, Trawler Type",Active,,,723011,18,Official Number (Foreign),CAYMAN ISLANDS,176763
631954,CF 1749SC,,Recreational,General,Unknown,,,CF1749SC,12,State Number,UNITED STATES,176948
1224866,CORDIE,,Freight Barge,General,Active,2013,,1244745,6,Official Number (U.S.),UNITED STATES,176948
1138010,AMERICAN DREAM,,Recreational,High Performance,Active,2003,,FL8969NZ,12,State Number,UNITED STATES,176948
505166,WHAT IT DO,,Recreational,General,Active,1999,,1088037,6,Official Number (U.S.),UNITED STATES,176948
530803,TRICHE TRASH,,Recreational,General,Unknown,,,LA5746EL,12,State Number,UNITED STATES,176948
1198216,CONCERTO IN SEA,,Recreational,General,Active,2011,,1241713,6,Official Number (U.S.),UNITED STATES,176948
579001,PA4874AS,,Recreational,Runabout,Active,1988,,PA4874AS,12,State Number,UNKNOWN,282527
1028672,NY6979UZ,,Recreational,Runabout,Active,2002,,NY6979UZ,12,State Number,UNITED STATES,176948
1185629,ROONY TUNES,,Recreational,Sport Fisher,Active,,,TX3925BN,12,State Number,UNITED STATES,176948
1217304,FL1898NF,,Recreational,Runabout,Active,2006,,FL1898NF,12,State Number,UNITED STATES,176948
566996,SHADOW,,,,Active,,,ME4020A,12,State Number,UNITED STATES,176948
1125690,FIONA M,,Recreational,Runabout,Active,1985,,ME6493C,12,State Number,UNITED STATES,176948
641814,PROGRESS,WDD5636,Recreational,General,Active,,,1146027,6,Official Number (U.S.),UNITED STATES,176948
901180,16TH AVENUE,,Commercial Fishing Vessel,Pot/Trap,Active,2006,,ME14JMF,12,State Number,UNITED STATES,176948
510471,MOODY BLUE,,Passenger (Uninspected),"General (6 or Fewer, Gross Tonnage < 100)",Active,2001,,1122506,6,Official Number (U.S.),UNITED STATES,176948
516188,CF9938JT,,Recreational,Runabout,Unknown,,,CF9938JT,12,State Number,UNITED STATES,176948
1085065,UNNAMED,,,,Active,2009,,BOHT5001A909,15,HIN,UNITED STATES,176948
1085066,FL8197MW,,Recreational,Personal Watercraft (e.g. Jet Ski),Active,2005,,FL8197MW,12,State Number,UNITED STATES,176948
1237163,ME11YD,,Recreational,General,Active,1999,,ME11YD,12,State Number,UNITED STATES,176948
1190966,LA8999EC,,Recreational,Runabout,Active,1989,,LA8999EC,12,State Number,UNITED STATES,176948
1211910,FL8881NF,,Recreational,Cabin Cruiser,Active,2005,,FL8881NF,12,State Number,UNITED STATES,176948
1216720,GESEGNET,,Recreational,General,Active,2004,,PR3504CC,12,State Number,UNITED STATES,176948
665626,GOMEZ,,Recreational,General,Active,2003,,1151301,6,Official Number (U.S.),UNITED STATES,176948
1200667,OR425AEL,,Recreational,Runabout,Active,1990,,OR425AEL,12,State Number,UNITED STATES,176948
511120,ESTELLE,WDI7269,Recreational,General,Active,2001,,1122998,6,Official Number (U.S.),UNITED STATES,176948
1215397,FL1799B,,Recreational,General,Active,1996,,CBAJL167I697,15,HIN,UNITED STATES,176948
293828,PATTY VEE,,Recreational,General,Active,1987,,920057,6,Official Number (U.S.),UNITED STATES,176948
1215995,HERCULES,XCUN3,Offshore Supply Vessel,General,Active,2012,,9483047,2,IMO Number,MEXICO,176859
264464,FINN SPORT,,Recreational,General,Active,1984,,694410,6,Official Number (U.S.),UNITED STATES,176948
534543,MC 6234 NK,,Recreational,Runabout,Unknown,,,MC6234NK,12,State Number,UNITED STATES,176948
1242167,NJ9885CK,,Recreational,General,Active,2000,,NJ9885CK,12,State Number,UNITED STATES,176948
1244573,YAMC3159E010,,Recreational,Cabin Cruiser,Unknown,2010,,YAMC3159E010,15,HIN,UNITED STATES,176948
295974,CAP STREETER,WCX3809,Passenger (Inspected),"General (More Than 6, Gross Tonnage < 100)",Active,1987,,924785,6,Official Number (U.S.),UNITED STATES,176948
524617,FL6801JM,,Recreational,Runabout,Unknown,,,FL6801JM,12,State Number,UNITED STATES,176948
981672,GERONIMO,,Recreational,General,Active,2006,,1215399,6,Official Number (U.S.),UNITED STATES,176948
678691,MC6486JN,,Recreational,Runabout,Active,1973,,MC6486JN,12,State Number,UNITED STATES,176948
1230409,AK2300AK,,,,Active,2008,,AK2300AK,12,State Number,UNITED STATES,176948
1230767,FL5616PL,,Recreational,General,Active,2007,,FL5616PL,12,State Number,UNITED STATES,176948
285106,MOMENTUM,,Recreational,General,Active,1986,,910571,6,Official Number (U.S.),UNITED STATES,176948
589263,OR658SW,,Recreational,Runabout,Active,1990,,OR658SW,12,State Number,UNITED STATES,176948
588434,EIKASIA,,Recreational,General,Active,2002,,1132288,6,Official Number (U.S.),UNITED STATES,176948
565797,AMORE MIO II,A8MF6,Tank Ship,Crude & Products Tank Ship,Active,2001,,9226968,2,IMO Number,LIBERIA,176841
1138010,AMERICAN DREAM,,Recreational,High Performance,Active,2003,,FL8969NZ,12,State Number,UNITED STATES,176948
1063252,WEID3797F990,,Recreational,General,Active,1990,,WEID3797F990,15,HIN,UNITED STATES,176948
1216426,FL3282ME,,Recreational,Runabout,Active,2002,,FL3282ME,12,State Number,UNITED STATES,176948
626682,DUNVEGAN,WDC3138,Passenger (Uninspected),"General (6 or Fewer, Gross Tonnage < 100)",Active,2003,,1143138,6,Official Number (U.S.),UNITED STATES,176948
1154530,MC3826SX,,Recreational,Runabout,Active,2004,,MC3826SX,12,State Number,UNITED STATES,176948
287108,JBMS 1,,Unclassified,General 2,Active,1954,,915746,6,Official Number (U.S.),UNITED STATES,176948
621149,YOU NEVER KNOW,,Recreational,General,Active,,,1141897,6,Official Number (U.S.),UNITED STATES,176948
643889,SAILOR GIRL,,Recreational,Cabin Cruiser,Active,1989,,MC8405RR,12,State Number,UNITED STATES,176948
569742,KEN'S DEN TOO,,Recreational,General,Active,2002,,1128435,6,Official Number (U.S.),UNITED STATES,176948
1061278,PA2355DE,,Recreational,General,Active,1995,,PA2355DE,12,State Number,UNITED STATES,176948
1071022,AMBER ROSE,,Recreational,General,Active,2010,,1227693,6,Official Number (U.S.),UNITED STATES,176948
569238,MC5282NS,,Recreational,Runabout,Active,1989,,MC5282NS,12,State Number,UNITED STATES,176948
1083881,ORCHAN,,Commercial Fishing Vessel,General,Active,,,NY3645UC,12,State Number,UNITED STATES,176948
596450,SLOGAN,,Recreational,General,Active,2002,,1133793,6,Official Number (U.S.),UNITED STATES,176948
1048318,SCIO SPIRIT,9V3197,Freight Ship,General,Active,2009,,9502738,2,IMO Number,LIBERIA,176841
1150430,ART 35549,,Freight Barge,General,Active,2011,,1235669,6,Official Number (U.S.),UNITED STATES,176948
1236730,CF3576SW,,Recreational,General,Unknown,2002,,CF3576SW,12,State Number,UNITED STATES,176948
611109,WN2781NL,,Recreational,Runabout,Active,1998,,WN2781NL,12,State Number,UNITED STATES,176948
1223348,WIND WALKER,,Recreational,General,Active,1980,,FL0342MW,12,State Number,UNITED STATES,176948
1145774,CF5639PG,,Recreational,Runabout,Active,1998,,CF5639PG,12,State Number,UNITED STATES,176948
1025848,FLYING FARMER,,Recreational,General,Active,1976,,WN803AZ,12,State Number,UNITED STATES,176948
1029668,MC4818SX,,Recreational,General,Active,2005,,MC4818SX,12,State Number,UNITED STATES,176948
1218170,LTD 12029,,Freight Barge,General,Active,2012,,1243428,6,Official Number (U.S.),UNITED STATES,176948
626199,WS2946GG,,Recreational,Runabout,Active,2002,,WS2946GG,12,State Number,UNITED STATES,176948
568268,KNOW LIMITS,,Recreational,General,Active,2002,,1128225,6,Official Number (U.S.),UNITED STATES,176948
274333,SEADATE,,Recreational,General,Active,1983,,901090,6,Official Number (U.S.),UNITED STATES,176948
521111,FL3325FN,,Recreational,Runabout,Unknown,,,FL3325FN,12,State Number,UNITED STATES,176948
586978,PROF-ASEA,WDD9593,Recreational,General,Active,2002,,BEYN1034F202,15,HIN,POLAND,176892
505538,ST SOMEWHERE,-,Passenger (Uninspected),"General (6 or Fewer, Gross Tonnage < 100)",Active,,,1088299,6,Official Number (U.S.),UNITED STATES,176948
567959,BINT HILAL,,Recreational,General,Active,2001,,1128124,6,Official Number (U.S.),UNITED STATES,176948
576489,SC2728BM,,Recreational,General,Active,2001,,SC2728BM,12,State Number,UNITED STATES,176948
243406,ET,,Commercial Fishing Vessel,General,Active,1984,,665026,6,Official Number (U.S.),UNITED STATES,176948
598841,PIER 63 BARGE,,Unclassified,General,Active,,,CG598841,13,Coast Guard Number,UNITED STATES,176948
1094356,OH5710DH,,Recreational,Runabout,Active,2002,,OH5710DZ,12,State Number,UNITED STATES,176948
1199294,NJ6821FV,,Recreational,General,Active,1990,,NJ6821FV,18,Official Number (Foreign),UNKNOWN,282527
1061309,OR573ABX,,Recreational,Runabout,Active,2004,,NRBE0804K405,15,HIN,UNITED STATES,176948
649344,SEA YA,080785,,,Active,,,T0JJC1370583,5,Hull Number,UNITED STATES,176948
526400,FL8670LL,,Recreational,Runabout,Unknown,2002,,FL8670LL,12,State Number,UNITED STATES,176948
555383,NONE,,Recreational,Cabin Cruiser,Unknown,,,VA3242AK,12,State Number,UNITED STATES,176948
1125481,FL5958JM,,Recreational,Runabout,Active,1994,,FL5958JM,12,State Number,UNITED STATES,176948
1099649,NY2107HE,,Recreational,General,Active,1984,,NY2107HR,12,State Number,UNITED STATES,176948
1106554,FL8858NU,,Recreational,Personal Watercraft (e.g. Jet Ski),Active,,,FL8858NU,12,State Number,UNITED STATES,176948
640345,FL1076GP,,Recreational,Cabin Cruiser,Active,1984,,FL1076GP,12,State Number,UNITED STATES,176948
291793,SIRENA,WDE3300,Recreational,General,Active,1987,,917895,6,Official Number (U.S.),UNITED STATES,176948
1075635,WYLE E COYOTE,,Recreational,Day Sailer,Active,1976,,MC8969KM,12,State Number,UNITED STATES,176948
1163797,PIONEER,,Recreational,General,Active,2007,,FL9052NY,12,State Number,UNITED STATES,176948
1198455,FL4985NR,,,,Active,2008,,FL4985NR,12,State Number,UNITED STATES,176948
546996,NY1175GE,,Recreational,Runabout,Unknown,,,NY1175GE,12,State Number,UNITED STATES,176948
1213518,KNOT NOW,,Recreational,Runabout,Active,1990,,MS0523CB,12,State Number,UNITED STATES,176948
651492,MC4734SH,,Recreational,Runabout,Active,2001,,MC4734SH,12,State Number,UNITED STATES,176948
669003,GAU SHENG,CT42472,Commercial Fishing Vessel,Longliner,Active,,,CG669003,13,Coast Guard Number,TAIWAN,176930
511120,ESTELLE,WDI7269,Recreational,General,Active,2001,,1122998,6,Official Number (U.S.),UNITED STATES,176948
288919,RESTLESS,,Recreational,General,Active,1984,,913814,6,Official Number (U.S.),UNITED STATES,176948
645654,CASSANDRA LYNN,,Recreational,General,Active,,,1146699,6,Official Number (U.S.),UNITED STATES,176948
901180,16TH AVENUE,,Commercial Fishing Vessel,Pot/Trap,Active,2006,,ME14JMF,12,State Number,UNITED STATES,176948
565797,AMORE MIO II,A8MF6,Tank Ship,Crude & Products Tank Ship,Active,2001,,9226968,2,IMO Number,LIBERIA,176841
659953,KIWIMON,,Recreational,General,Active,,,1149607,6,Official Number (U.S.),UNITED STATES,176948
507384,CHARLIE'S ANGELS,,Recreational,General,Active,1999,,1089592,6,Official Number (U.S.),UNITED STATES,176948
543973,NC9711WK,,Recreational,Runabout,Unknown,,,NC9711WK,12,State Number,UNITED STATES,176948
293828,PATTY VEE,,Recreational,General,Active,1987,,920057,6,Official Number (U.S.),UNITED STATES,176948
521346,FL3535KR,,Recreational,Runabout,Unknown,,,FL3535KR,12,State Number,UNITED STATES,176948
644022,FL3279E,,Commercial Fishing Vessel,Pot/Trap,Active,1987,,FL3279EE,12,State Number,UNITED STATES,176948
1075488,NJ5141GX,,Recreational,General,Active,2004,,NJ5141GX,12,State Number,UNITED STATES,176948
1132925,CT5738BD,,Recreational,Cabin Cruiser,Active,1986,,CT5738BD,12,State Number,UNITED STATES,176948
1196742,FL1764PE,,Recreational,General,Active,1999,,FL1764PE,12,State Number,UNITED STATES,176948
1230380,VA5144BU,,Recreational,Runabout,Active,,,VA5144BU,12,State Number,UNITED STATES,176948
1230381,GA0941MG,,Recreational,Runabout,Active,2011,,GA0941MG,12,State Number,UNITED STATES,176948
913471,CF8290HK,,Recreational,General,Active,1984,,CF8290HK,12,State Number,UNITED STATES,176948
1106557,UNNAMED,,,,Active,,,SC6399VB,18,Official Number (Foreign),UNKNOWN,282527
1117708,FL8997GM,,Recreational,Cabin Cruiser,Scrapped,,2011-05-02T00:00:00-04:00,FL8997GM,12,State Number,UNITED STATES,176948
619977,INDIA,,Recreational,General,Active,,,CF0151AT,12,State Number,UNITED STATES,176948
958061,WS7750JE,,Recreational,Runabout,Active,2008,,WS7750JE,12,State Number,UNITED STATES,176948
1224873,MISS TRACY,,Recreational,General,Active,2012,,1244747,6,Official Number (U.S.),UNITED STATES,176948
272165,RUUFIN' IT,,Recreational,General,Active,1986,,698742,6,Official Number (U.S.),UNITED STATES,176948
981834,THE RAT PACK,D781073,Recreational,"Yacht, Luxury",Active,2007,,FLH09258B000,15,HIN,UNITED STATES,176948
994783,DUPLICATE OF INVESTOR (909944),,Commercial Fishing Vessel,Longliner,Inactive,,2009-04-01T00:00:00-04:00,909944,5,Hull Number,UNITED STATES,176948
275615,DECADENCE,,Recreational,General,Active,1984,,903502,6,Official Number (U.S.),UNITED STATES,176948
1203109,TROLL,,Recreational,Cabin Cruiser,Active,1998,,MT3474AY,12,State Number,UNITED STATES,176948
1230465,LA8541EK,,Recreational,Runabout,Active,1993,,LA8541EK,12,State Number,UNITED STATES,176948
1241960,IL7636KJ,,Recreational,General,Active,2009,,IL7636KJ,12,State Number,UNITED STATES,176948
574870,CHI-CHI,,Commercial Fishing Vessel,Hand Line,Unknown,,,PR0766HH,12,State Number,UNITED STATES,176948
511619,SCOT-FREE,,Recreational,General,Active,,,1123360,6,Official Number (U.S.),UNITED STATES,176948
566997,MISS JENNIE D,,Commercial Fishing Vessel,Shrimper,Active,2001,,1127759,6,Official Number (U.S.),UNITED STATES,176948
1217050,NJ5022HD,,Recreational,General,Active,1988,,NJ5022HD,12,State Number,UNITED STATES,176948
501747,ATIMA,,Recreational,General,Active,,,1085843,6,Official Number (U.S.),UNITED STATES,176948
264738,MAGNUS,,Recreational,General,Active,,,694014,6,Official Number (U.S.),UNITED STATES,176948
1081409,UNNAMED,,Recreational,Go-Fast,Active,1999,,FGQ95087J900,15,HIN,UNKNOWN,282527
1115814,ISLAND RUNNER,,,,Active,1965,,SC3215CL,12,State Number,UNITED STATES,176948
530686,LA5461EM,,Recreational,Runabout,Unknown,,,LA5461EM,12,State Number,UNITED STATES,176948
562688,MICKEY P.,WDA8216,Passenger (Inspected),"General (More Than 6, Gross Tonnage < 100)",Active,2002,,1126163,6,Official Number (U.S.),UNITED STATES,176948
570927,MRS. CAPREP,,Recreational,High Performance,Active,1998,,NJ7427GH,12,State Number,UNITED STATES,176948
545437,NJ4591GP,,Recreational,Runabout,Unknown,,,NJ4591GP,12,State Number,UNITED STATES,176948
615683,ARNI J. RICHTER,WDB4363,Passenger (Inspected),"Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)",Active,2003,,1140323,6,Official Number (U.S.),UNITED STATES,176948
698512,OH2662YV,,Recreational,Runabout,Active,1987,,OH2662YV,12,State Number,UNITED STATES,176948
546569,NJ9299XK,,Recreational,Cabin Cruiser,Unknown,,,NJ9299XK,12,State Number,UNITED STATES,176948
1234354,OR412ACA,,Recreational,Runabout,Active,2005,,EQW24C32B505,15,HIN,UNITED STATES,176948
1234355,PA8514CG,,Recreational,General,Active,2000,,PA8514CG,12,State Number,UNITED STATES,176948
1247595,NY6047VF,,Recreational,Cabin Cruiser,Active,1990,,SSBH1058G991,15,HIN,UNITED STATES,176948
568371,BROAD HOOK,,Recreational,General,Active,1975,,PA176JJ,12,State Number,UNITED STATES,176948
994781,DUPLICATE OF RAI DAWN (555377),,Commercial Fishing Vessel,Longliner,Inactive,,2009-04-01T00:00:00-04:00,555377,5,Hull Number,UNITED STATES,176948
623064,MD0708BG,,Recreational,Runabout,Active,1998,,MD0708BG,12,State Number,UNITED STATES,176948
1099732,KODAIJISAN,HPLL,Tank Ship,LPG,Active,2003,,9249049,2,IMO Number,PANAMA,176886
1174266,TAIMANE,WDB2066,Commercial Fishing Vessel,Longliner,Active,,,CG1174266,13,Coast Guard Number,UNITED STATES,176948
680232,FL9433MM,,Recreational,General,Active,2004,,FL9433MM,12,State Number,UNITED STATES,176948
1231040,FIN REAPER,,Recreational,General,Active,2013,,1246236,6,Official Number (U.S.),UNITED STATES,176948
1094355,OH5710DH,,Recreational,Runabout,Active,2002,,OH5710DH,12,State Number,UNITED STATES,176948
528740,NONE,,Recreational,Personal Watercraft (e.g. Jet Ski),Unknown,,,IN1697BJ,12,State Number,UNITED STATES,176948
275952,FOURTY FOUR,,Commercial Fishing Vessel,General,Unknown,,,AK7202A,12,State Number,UNITED STATES,176948
1045136,NY8969FL,,Recreational,General,Active,1998,,NY8969FL,12,State Number,UNITED STATES,176948
1127907,FL3252JY,,Recreational,General,Active,1996,,FL3252JY,12,State Number,UNITED STATES,176948
1131863,MC9146RW,,Recreational,General,Active,1998,,SERF6879F899,15,HIN,UNITED STATES,176948
1202378,MC9128TK,,Recreational,Cabin Cruiser,Active,2000,,MC9128TK,12,State Number,UNITED STATES,176948
1202379,ANTI DEPRESSANT,,Recreational,General,Active,1997,,IL8687JA,18,Official Number (Foreign),UNKNOWN,282527
206972,OPPORTUNITY,WRB2578,Commercial Fishing Vessel,Gill-netter,Active,1982,,647972,6,Official Number (U.S.),UNITED STATES,176948
211746,EMMALEE NICOLE,WDK6762,Towing Vessel,General,Active,1982,,653364,6,Official Number (U.S.),UNITED STATES,176948
647237,KINGFISH,,Recreational,Cabin Cruiser,Active,1987,,CDRN9091B787,15,HIN,UNITED STATES,176948
1033239,MS5381AT,,Recreational,General,Active,1972,,MS5381AT,12,State Number,UNITED STATES,176948
1059124,USCG-588,,Industrial Vessel,Portable Accommodations Module,Active,,,CG1059124,13,Coast Guard Number,UNITED STATES,176948
506693,UBETCHA,,Recreational,General,Active,1983,,1089090,6,Official Number (U.S.),UNITED STATES,176948
664991,PFE-LB 908,,,,Active,1975,,562908,6,Official Number (U.S.),UNITED STATES,176948
1144002,OH9276BX,,Recreational,General,Active,1996,,OH9276BX,12,State Number,UNITED STATES,176948
1098572,NC7826DH,,Recreational,General,Active,2008,,NC7826DH,12,State Number,UNITED STATES,176948
1109366,FL0595LC,,,,Active,1999,,FL0595LC,12,State Number,UNITED STATES,176948
500995,GROOVIN,,Recreational,General,Active,1998,,1085336,6,Official Number (U.S.),UNITED STATES,176948
981851,AK1549M,,Recreational,Runabout,Active,1990,,AK1549M,12,State Number,UNITED STATES,176948
1054933,THE SEEKER II,,Commercial Fishing Vessel,Longliner,Active,1977,,CG1054933,13,Coast Guard Number,UNITED STATES,176948
1055656,FL5410LW,,Recreational,Runabout,Active,1968,,FL5410LW,12,State Number,UNITED STATES,176948
1077664,SC5596AL,,Recreational,General,Active,1992,,SC5596AL,12,State Number,UNITED STATES,176948
1122896,OH0480DP,,Recreational,Runabout,Active,1999,,OH0480DP,12,State Number,UNITED STATES,176948
1143987,MC9044PJ,,Recreational,Cabin Cruiser,Active,1992,,MC9044PJ,12,State Number,UNITED STATES,176948
1186521,SWEET MISERY,,Commercial Fishing Vessel,Gill-netter,Active,1986,,NH2398AN,12,State Number,UNITED STATES,176948
1201478,FL6525ML,,Recreational,General,Active,2004,,FL6525ML,12,State Number,UNITED STATES,176948
1209307,SOUTHERN COMFORT,,Recreational,General,Active,1984,,MC7489LV,12,State Number,UNITED STATES,176948
1229705,OH7540ET,,Recreational,General,Active,2010,,OH7540ET,12,State Number,UNITED STATES,176948
1230075,ZEPHYR,,Recreational,General,Active,2013,,1246067,6,Official Number (U.S.),UNITED STATES,176948
1119308,NC8520DR,,Recreational,General,Active,2007,,NC8520DR,12,State Number,UNITED STATES,176948
501619,REEL IMPRESSIONS,,Recreational,General,Active,1999,,1085727,6,Official Number (U.S.),UNITED STATES,176948
696671,MD1710AS,,Recreational,Sport Fisher,Active,1987,,MD1710AS,12,State Number,UNITED STATES,176948
920235,RUNNING ON EMPTY,,Recreational,General,Active,1988,,OH8625YY,12,State Number,UNITED STATES,176948
1238719,MS0419AM,,Recreational,Runabout,Active,2004,,MS0419AM,12,State Number,UNITED STATES,176948
1189432,OH4698DX,,Recreational,Personal Watercraft (e.g. Jet Ski),Active,1996,,OH4698DX,12,State Number,UNITED STATES,176948
1198960,ME4339V,,Recreational,General,Active,1981,,ME4339V,12,State Number,UNITED STATES,176948
1205378,NY6726GG,,Recreational,Cabin Cruiser,Active,2000,,NY6726GG,12,State Number,UNITED STATES,176948
573469,FL6507LG,,Recreational,General,Unknown,,,FL6507LG,12,State Number,UNITED STATES,176948
995574,FL7064NV,,Recreational,Runabout,Active,1977,,FL7064NV,12,State Number,UNITED STATES,176948
1119028,UNNAMED,,Recreational,General,Active,2002,,USHB43CLF203,15,HIN,UNKNOWN,282527
616455,NY0172UX,,Recreational,Cabin Cruiser,Active,2001,,NY0172UX,12,State Number,UNITED STATES,176948
646180,JAMES H. YOUNGER,,Recreational,Runabout,Active,,,OR 799 TG,5,Hull Number,UNITED STATES,176948
1251061,MS1712KR,,Recreational,General,Unknown,1983,,MS1712KR,12,State Number,UNITED STATES,176948
516632,SOD BUSTER,,Recreational,Cabin Cruiser,Active,,,1153709,6,Official Number (U.S.),UNITED STATES,176948
646180,JAMES H. YOUNGER,,Recreational,Runabout,Active,,,OR 799 TG,5,Hull Number,UNITED STATES,176948
1206060,PA1714CZ,,Recreational,General,Active,2007,,PA1714CZ,12,State Number,UNITED STATES,176948
638901,MN7831BP,WS7831BP,Recreational,Runabout,Active,1985,,BWCSC729L586,15,HIN,UNKNOWN,282527
500995,GROOVIN,,Recreational,General,Active,1998,,1085336,6,Official Number (U.S.),UNITED STATES,176948
270272,GRAND PLAN,,Recreational,General,Active,1985,,695756,6,Official Number (U.S.),UNITED STATES,176948
579633,MC8989KM,,Recreational,Runabout,Active,1975,,MC8989KM,12,State Number,UNITED STATES,176948
574676,MC7068MK,,Recreational,General,Active,1972,,MC7068MK,12,State Number,UNKNOWN,282527
501068,MENTAL PAUSE,,Recreational,General,Active,1998,,1085398,6,Official Number (U.S.),UNITED STATES,176948
668036,PONTUS,,Recreational,General,Active,2003,,1152027,6,Official Number (U.S.),UNITED STATES,176948
543238,NC 8089 BO,,Recreational,Runabout,Unknown,,,NC8089BO,12,State Number,UNITED STATES,176948
1054844,MUSKEGON RIVER,WDF4821,Passenger (Inspected),"General (More Than 6, Gross Tonnage < 100)",Inactive,2010,2020-12-14T00:00:00-05:00,1226788,6,Official Number (U.S.),UNITED STATES,176948
1059905,IN107045,,Freight Barge,General,Active,2010,,1226422,6,Official Number (U.S.),UNITED STATES,176948
1231489,FL9105NU,,Recreational,General,Unknown,2008,,FL9105NU,12,State Number,UNITED STATES,176948
1239488,FL9223JX,,Recreational,General,Unknown,1998,,FL9223JX,12,State Number,UNITED STATES,176948
522409,BOHICA,,Recreational,Runabout,Unknown,,,FL4557KJ,12,State Number,UNITED STATES,176948
1052208,THE UP'S III,,Recreational,General,Active,,,1227590,6,Official Number (U.S.),UNITED STATES,176948
619325,FIRST COMMUTER,,,,Active,,,251559,6,Official Number (U.S.),UNITED STATES,176948
528051,NONE,,Recreational,Runabout,Unknown,,,GA6314LW,12,State Number,UNITED STATES,176948
600831,FL1942DU,,Recreational,General,Active,1979,,FL1942DU,12,State Number,UNITED STATES,176948
601937,MISS TONYA,WBV9999,Commercial Fishing Vessel,General,Unknown,,,586423,13,Coast Guard Number,UNITED STATES,176948
1095378,A. BARBERI,,,,Active,,,CG1095378,13,Coast Guard Number,UNITED STATES,176948
1098554,FL3480LZ,,Recreational,Runabout,Active,1991,,FL3480LZ,12,State Number,UNITED STATES,176948
1098556,MC1492SM,,Recreational,Cabin Cruiser,Active,2003,,MC1492SM,12,State Number,UNITED STATES,176948
1099653,PREMIERSHIP,V7A5804,Freight Ship,General,Active,2010,,9398747,2,IMO Number,MARSHALL ISLANDS,176854
1120943,INCENTIVE,,Recreational,Runabout,Active,2008,,DJ132392B808,15,HIN,UNITED STATES,176948
669000,NC3140WW,,Recreational,Cabin Cruiser,Active,2002,,NC3140WW,12,State Number,UNITED STATES,176948
981869,COSTA NOVA,,Recreational,General,Active,1986,,FL4367LZ,12,State Number,UNITED STATES,176948
982919,OH1025EK,,Recreational,General,Active,2008,,OH1025EK,12,State Number,UNITED STATES,176948
989833,STAR KESTREL,3EVC2,Tank Ship,Oil & Chemical Tank Ship,Active,2008,,9321940,2,IMO Number,PANAMA,176886
1122879,NY2156MH,,Recreational,Runabout,Active,2011,,NY2156MH,12,State Number,UNITED STATES,176948
1180408,NY5371GB,,Passenger (Uninspected),"General (6 or Fewer, Gross Tonnage < 100)",Active,2005,,NY5371GB,12,State Number,UNITED STATES,176948
1180411,VA225BT,,Recreational,General,Active,1988,,VA225BT,12,State Number,UNITED STATES,176948
1180458,MC2893PN,,Recreational,Runabout,Active,1993,,MC2893PN,12,State Number,UNITED STATES,176948
1186499,CF8737SP,,Recreational,Personal Watercraft (e.g. Jet Ski),Active,1999,,CF8737SP,12,State Number,UNITED STATES,176948
1186501,NC3443WV,,Recreational,General,Active,2003,,NC3443WV,12,State Number,UNITED STATES,176948
1186519,VA8302AT,,Recreational,General,Active,1999,,VA8302AT,12,State Number,UNITED STATES,176948
1190936,MISS TRACEY,,,,Active,1999,,FL6209MR,18,Official Number (Foreign),UNKNOWN,282527
1206049,DAWNS ANGEL,,Passenger (Uninspected),"General (6 or Fewer, Gross Tonnage < 100)",Active,,,CG1206049,13,Coast Guard Number,UNITED STATES,176948
1237757,LA6021FP,,Recreational,Runabout,Active,2006,,LA6021FP,12,State Number,UNITED STATES,176948
1237910,UNNAMED,,Recreational,General,Active,,,STR28829H112,15,HIN,CANADA,176761
1252401,CF0125RG,,Recreational,General,Active,2004,,CF0125RG,12,State Number,UNITED STATES,176948
574395,UNKNOWN VESSEL (JUD),,,,Unknown,,,CG574395,13,Coast Guard Number,UNITED STATES,176948
1224918,VA9883AS,,Recreational,Runabout,Unknown,1998,,VA9883AS,12,State Number,UNITED STATES,176948
586904,PHOENICIAN,WDB2414,Recreational,General,Active,2002,,1131973,6,Official Number (U.S.),UNITED STATES,176948
1069744,NJ4941XK,,Recreational,General,Active,1984,,NJ4941XK,12,State Number,UNITED STATES,176948
