measure_of_weight,tonnage_type_id,tonnage_type_name,unit_of_measure_id,unit_of_measure_name,primary_vessel_id
46265,5,Dead Weight,75,Metric Ton,1106124
12287,1,Convention (Subpart B),111,Short Ton,1106124
764,4,Simplified,64,Long Ton,562078
764,4,Simplified,111,Short Ton,562078
10,4,Simplified,64,Long Ton,287797
10,4,Simplified,111,Short Ton,287797
1857,4,Simplified,111,Short Ton,1249487
1857,4,Simplified,64,Long Ton,1249487
5,4,Simplified,64,Long Ton,1275818
5,4,Simplified,111,Short Ton,1275818
13,4,Simplified,64,Long Ton,571629
10,4,Simplified,111,Short Ton,571629
10,4,Simplified,64,Long Ton,287797
10,4,Simplified,111,Short Ton,287797
8,4,Simplified,64,Long Ton,628324
7,4,Simplified,111,Short Ton,628324
25,4,Simplified,64,Long Ton,272165
20,4,Simplified,111,Short Ton,272165
12,4,Simplified,111,Short Ton,516632
15,4,Simplified,64,Long Ton,516632
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
8,4,Simplified,111,Short Ton,567947
11,4,Simplified,64,Long Ton,567947
33084,1,Convention (Subpart B),64,Long Ton,1227222
19142,1,Convention (Subpart B),111,Short Ton,1227222
19,4,Simplified,64,Long Ton,506543
15,4,Simplified,111,Short Ton,506543
1375,4,Simplified,111,Short Ton,1268031
1375,4,Simplified,64,Long Ton,1268031
13,4,Simplified,111,Short Ton,1268046
13,4,Simplified,64,Long Ton,1268046
1857,4,Simplified,111,Short Ton,1249486
1857,4,Simplified,64,Long Ton,1249486
35,4,Simplified,64,Long Ton,1109839
28,4,Simplified,111,Short Ton,1109839
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
8,4,Simplified,64,Long Ton,1095979
4,4,Simplified,111,Short Ton,1095979
11,4,Simplified,64,Long Ton,500995
8,4,Simplified,111,Short Ton,500995
35,4,Simplified,111,Short Ton,626510
43,4,Simplified,64,Long Ton,626510
166,1,Convention (Subpart B),64,Long Ton,1244969
49,1,Convention (Subpart B),111,Short Ton,1244969
22,4,Simplified,64,Long Ton,1214019
18,4,Simplified,111,Short Ton,1214019
22,4,Simplified,111,Short Ton,1267269
27,4,Simplified,64,Long Ton,1267269
16,4,Simplified,64,Long Ton,287444
13,4,Simplified,111,Short Ton,287444
22,4,Simplified,111,Short Ton,1273720
28,4,Simplified,64,Long Ton,1273720
9690,3,Regulatory (Subpart C or D),64,Long Ton,505295
15,4,Simplified,64,Long Ton,608537
12,4,Simplified,111,Short Ton,608537
11,4,Simplified,64,Long Ton,239004
8,4,Simplified,111,Short Ton,239004
23,4,Simplified,64,Long Ton,1215983
20,4,Simplified,111,Short Ton,1215983
25,4,Simplified,111,Short Ton,614221
28,4,Simplified,64,Long Ton,614221
20,4,Simplified,64,Long Ton,574373
16,4,Simplified,111,Short Ton,574373
12,4,Simplified,64,Long Ton,506289
9,4,Simplified,111,Short Ton,506289
1619,4,Simplified,111,Short Ton,1258630
1619,4,Simplified,64,Long Ton,1258630
823,4,Simplified,64,Long Ton,1212599
823,4,Simplified,111,Short Ton,1212599
995,1,Convention (Subpart B),111,Short Ton,1266146
2200,3,Regulatory (Subpart C or D),111,Short Ton,1266146
3319,1,Convention (Subpart B),64,Long Ton,1266146
2200,3,Regulatory (Subpart C or D),64,Long Ton,1266146
7,3,Regulatory (Subpart C or D),111,Short Ton,275027
9,3,Regulatory (Subpart C or D),64,Long Ton,275027
11,4,Simplified,64,Long Ton,287919
9,4,Simplified,111,Short Ton,287919
7,4,Simplified,111,Short Ton,1256706
7,4,Simplified,64,Long Ton,1256706
14,4,Simplified,111,Short Ton,1255066
14,4,Simplified,64,Long Ton,1255066
9,4,Simplified,64,Long Ton,661437
9,4,Simplified,111,Short Ton,661437
51,4,Simplified,64,Long Ton,1126097
41,4,Simplified,111,Short Ton,1126097
14,4,Simplified,111,Short Ton,1250407
17,4,Simplified,64,Long Ton,1250407
15,4,Simplified,111,Short Ton,1260352
18,4,Simplified,64,Long Ton,1260352
6,4,Simplified,111,Short Ton,640586
6,4,Simplified,64,Long Ton,640586
18,4,Simplified,64,Long Ton,643918
15,4,Simplified,111,Short Ton,643918
276,4,Simplified,111,Short Ton,647139
276,4,Simplified,64,Long Ton,647139
12,4,Simplified,111,Short Ton,516632
15,4,Simplified,64,Long Ton,516632
17862,1,Convention (Subpart B),64,Long Ton,1116897
6796,1,Convention (Subpart B),111,Short Ton,1116897
25145,5,Dead Weight,75,Metric Ton,1116897
32829,6,Displacement,75,Metric Ton,1116897
17,4,Simplified,64,Long Ton,1219225
14,4,Simplified,111,Short Ton,1219225
20928,1,Convention (Subpart B),64,Long Ton,1221689
11786,1,Convention (Subpart B),111,Short Ton,1221689
41748,6,Displacement,120,Ton,1221689
32203,5,Dead Weight,120,Ton,1221689
705,4,Simplified,64,Long Ton,1221706
705,4,Simplified,111,Short Ton,1221706
705,4,Simplified,64,Long Ton,1221708
705,4,Simplified,111,Short Ton,1221708
26,4,Simplified,111,Short Ton,1245032
32,4,Simplified,64,Long Ton,1245032
15,4,Simplified,64,Long Ton,566281
12,4,Simplified,111,Short Ton,566281
13,4,Simplified,111,Short Ton,611908
16,4,Simplified,64,Long Ton,611908
11,4,Simplified,111,Short Ton,1239505
14,4,Simplified,64,Long Ton,1239505
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
8,4,Simplified,111,Short Ton,290088
10,4,Simplified,64,Long Ton,290088
24,4,Simplified,64,Long Ton,1186497
19,4,Simplified,111,Short Ton,1186497
14053,4,Simplified,64,Long Ton,1218417
5373,4,Simplified,111,Short Ton,1218417
20,4,Simplified,111,Short Ton,1324773
25,4,Simplified,64,Long Ton,1324773
7,4,Simplified,64,Long Ton,1165107
5,4,Simplified,111,Short Ton,1165107
82,4,Simplified,111,Short Ton,1228588
102,4,Simplified,64,Long Ton,1228588
17,4,Simplified,64,Long Ton,1195979
14,4,Simplified,111,Short Ton,1195979
7,4,Simplified,111,Short Ton,284286
8,4,Simplified,64,Long Ton,284286
0,1,Convention (Subpart B),111,Short Ton,223766
11584,3,Regulatory (Subpart C or D),111,Short Ton,223766
28592,1,Convention (Subpart B),64,Long Ton,223766
30432,3,Regulatory (Subpart C or D),64,Long Ton,223766
31814,5,Dead Weight,120,Ton,223766
528,1,Convention (Subpart B),111,Short Ton,1323239
203,3,Regulatory (Subpart C or D),111,Short Ton,1323239
1763,1,Convention (Subpart B),64,Long Ton,1323239
299,3,Regulatory (Subpart C or D),64,Long Ton,1323239
69,3,Regulatory (Subpart C or D),111,Short Ton,276500
101,3,Regulatory (Subpart C or D),64,Long Ton,276500
1857,4,Simplified,111,Short Ton,1249486
1857,4,Simplified,64,Long Ton,1249486
9,4,Simplified,111,Short Ton,507264
12,4,Simplified,64,Long Ton,507264
823,4,Simplified,111,Short Ton,1225938
823,4,Simplified,64,Long Ton,1225938
745,4,Simplified,64,Long Ton,990531
745,4,Simplified,111,Short Ton,990531
8,4,Simplified,111,Short Ton,290088
10,4,Simplified,64,Long Ton,290088
21,4,Simplified,111,Short Ton,1045196
26,4,Simplified,64,Long Ton,1045196
13,4,Simplified,111,Short Ton,502693
16,4,Simplified,64,Long Ton,502693
31752,6,Displacement,120,Ton,1208496
31753,1,Convention (Subpart B),64,Long Ton,1208496
823,4,Simplified,64,Long Ton,1110462
823,4,Simplified,111,Short Ton,1110462
11,4,Simplified,111,Short Ton,503918
13,4,Simplified,64,Long Ton,503918
8,4,Simplified,64,Long Ton,205213
7,4,Simplified,111,Short Ton,205213
15,4,Simplified,111,Short Ton,504212
19,4,Simplified,64,Long Ton,504212
9,4,Simplified,111,Short Ton,1259044
9,4,Simplified,64,Long Ton,1259044
23,4,Simplified,64,Long Ton,272950
18,4,Simplified,111,Short Ton,272950
7,4,Simplified,111,Short Ton,282380
8,4,Simplified,64,Long Ton,282380
7,4,Simplified,111,Short Ton,647184
9,4,Simplified,64,Long Ton,647184
14,4,Simplified,64,Long Ton,280262
13,4,Simplified,111,Short Ton,280262
28,4,Simplified,111,Short Ton,570081
35,4,Simplified,64,Long Ton,570081
15,4,Simplified,111,Short Ton,651528
19,4,Simplified,64,Long Ton,651528
10,4,Simplified,111,Short Ton,1334027
13,4,Simplified,64,Long Ton,1334027
11574,1,Convention (Subpart B),111,Short Ton,1114610
34601,5,Dead Weight,120,Ton,1114610
43631,6,Displacement,120,Ton,1114610
22988,1,Convention (Subpart B),64,Long Ton,1114610
7,4,Simplified,111,Short Ton,1175704
8,4,Simplified,64,Long Ton,1175704
20,4,Simplified,64,Long Ton,272142
16,4,Simplified,111,Short Ton,272142
10,4,Simplified,64,Long Ton,287797
10,4,Simplified,111,Short Ton,287797
79702,1,Convention (Subpart B),64,Long Ton,1101122
46051,1,Convention (Subpart B),111,Short Ton,1101122
115832,6,Displacement,120,Ton,1101122
87621,5,Dead Weight,120,Ton,1101122
16,4,Simplified,111,Short Ton,1331497
20,4,Simplified,64,Long Ton,1331497
15,4,Simplified,64,Long Ton,560090
12,4,Simplified,111,Short Ton,560090
