activity_id,lat,long,brief,STUSPS,NAMELSAD,waterway_name,facility_name_ls,vessel_name,latlong_str
7180564,39.4464,-91.03237,"On 16APR21 at approximately 1745 the ITV DALE A HELLER (O.N. 624201) was northbound on the Upper Mississippi River (UMR) mile marker (MM) 282.1 with 15 dry cargo barges (14 empty and 1 loaded) when the aftermost barge in the port string (IN166425; O.N. 1268635) allided with the Louisiana Railroad Bridge’s turntable.  As the tow was proceeding through the IL side of the bridge span the tow was set off the turntable approx. 25 ft along the portside of the tow, by the time the 3 wide by 5 long barge tow was through the span, the distance between the turntable and the portside of the tow had closed, resulting in the allision. The Master reported a heavy eddy on the downriver side of the turntable which caused the tow to pull to port as he was transiting through the span. Initially, the Master and crew didn’t believe they struck the turntable; however, the bridge tender reported feeling the turntable shake and witnessed the aftermost barge of the tow touch. It is believed limited visibility also played a factor in the allision as the Master, admittedly, was not able to see right along the port or starboard sides of the tow due to the high freeboard of the empty barges. Wind was negligible in the area; river levels were on the decline; however, river flow rates were above normal. Once through the span the Master directed the crew to inspect the barge for damage; none reported. The bridge tender conducted a satisfactory operational test of the bridge and reported no damage.",IL,Pike County,['MISSISSIPPI-UP'],['LOUISIANA RAILROAD DRAWBRIDGE'],"['DALE A HELLER', 'IN166425']","39.4464,-91.03237"
7182372,36.79696,-76.29246,"On April 6, 2021, at approximately 1804 LMT, the Morse light on the after mast of the Chinese-flagged bulk carrier FENG HUI HAI (IMO #9727649) allided with the Old Virginia Railroad Bridge. At the time of the incident, the vessel was transiting south on the Southern Branch of the Elizabeth River with a docking master, and Virginia state pilot. Assist tugs were alongside the vessel and the docking pilot had the con. As the vessel transited under the railroad bridge, the Morse signal light made contact with the bridge approximately 2-3” below the base of the light. The light was knocked off the post. No damage to the bridge was reported. The vessel continued en route to Kinder Morgan without further issue.

As a result of the investigation, the Coast Guard determined that the initiating event was the allision of the Morse light of the FENG HUI HAI with the Old Virginia Railroad Bridge. The causal factor(s) that contributed to this event was unable to be determined with certainty. 

Recommend closing this investigation activity without a referral to an enforcement activity.",VA,Chesapeake city,['Elizabeth River'],['Norfolk and Western Railroad Bridge'],['FENG HUI HAI'],"36.79696,-76.29246"
7183087,27.44461,-82.68829,"On April 24, 2021, Coast Guard Sector Saint Petersburg received a notification concernig an allision between vessel RIKKI S (633697) and the Longboat Pass Bridge near Siesta Key, Florida.  M/V RIKKI S was a 61-foot Inspected Towing Vessel pushing ahead the dredging barge CRANE 3060.  While transiting inbound, the port side of M/V RIKKI S allided with the north fender of the Longboat Pass Bridge.  The master stated the winds were 20 knots from the south and the tide was a slack tide at the time of the allision.  No damage to the vessel or bridge was reported by the vessel master, bridge operator or the Florida Department of Transportation.  No injuries, pollution or waterways obstructions were noted during this marine casualty.",FL,Manatee County,['Sarasota Bay'],['Longboat Key Bridge'],"['Crane 6030', 'RIKKI S']","27.44461,-82.68829"
7183088,39.44333,-91.03383,"On 26MAR21 at approximately 0300 the ITV CITY OF LOUISVILLE (O.N. 287746) was northbound on the Upper Mississippi River (UMR) mile marker (MM) 282.1 with 15 empty dry cargo barges when the 4 lead barges along the port string (BIG 613, O.N. 1254034; ANE 200B, O.N. 1229172; BIG 667, O.N. 1268035; BIG 561, O.N. 1223176) allided with the north protection cell and turntable of the Louisiana Railroad Bridge. Because of high wind gusts in the area, it was the Master’s plan for a controlled landing and to intentionally lay the tow up alongside the bridge as he was transiting through; however, the Capt never relayed those intentions to the bridge tender beforehand. As the tow was proceeding through the IL side of the bridge span, the portside string of the tow came into contact with both the northern protection cell and the bridge’s turntable. The forward two lead barges (BIG 613 and the ANE 200B) allided with the protection cell and the 3rd and 4th barges aft of the head (BIG 667 and the BIG 561) allided with the turntable. Once through the span the Master directed the crew to inspect the barges for damage; no damage was reported. The bridge tender conducted a satisfactory operational test of the bridge and only minor concrete damage to the protection cell. Although the Capt intended for a controlled landing and to safely land the tow along the bridge as he was transiting, because he didn’t make arrangements beforehand, the allision was deemed reportable.",MO,Pike County,['MISSISSIPPI-UP'],['LOUISIANA RAILROAD DRAWBRIDGE'],"['CITY OF LOUISVILLE', 'BIG 561', 'ANE 200B', 'BIG 613', 'BIG 667']","39.44333,-91.03383"
7185688,29.67801,-84.8749,"At approximately 0410 April 29, 2021, the ITV TREY Paul, pushing 2 barges loaded with scrape steel, made contact with the fendering system of the Bryant Grady Patton Bridge in Apalachicola, FL. The ITV was westbound in the ICW when the current set the barges to the south and made contact with the sandy bottom on the south side of the channel. The Master went to the pilothouse and was able to back the barges off the ground and proceeded to swing the barges back into the channel and under the bridge. In the process of swinging the barges around, the starboard bow of the HBM 4158 made contact with the last piling of the bridge fendering system, resulting in minor paint scraps on the barge and the piling to lean at 20 degrees. The crew checked all the void for ingress of water with no evidence of damage or water intrusion. 

Spoke with DOT surveyor company who estimates total cost of the repairs to be between 100-150 thousand dollars. However, it might be less do to repairs company onscene fixing north side of fendering system. 

As a result of its investigation, the Coast Guard has determined that the initiating event was the grounded on the soft, sandy bottom and the sequential event was the bridge allision to the fendering system. The level of investigative effort met the requirements of an informal investigation.",FL,Franklin County,['Saint George Sound'],['Bryant Grady Patton Bridge'],"['TREY PAUL', 'HBM 4047', 'HBM 4158']","29.67801,-84.8749"
7185746,41.83656,-90.18422,"ITV D DWAINE STEPHENS was heading southbound when the master misjudged the current which caused them to land on the protection cell of the Clinton RR bridge with their starboard stern barge causing slight damage to the stern quarter of that barge (BIG-651).

The Coast Guard has determined this marine casualty to be the result of  master miscalculating his trajectory when lining up his tow to transit the Clinton RR Bridge",IA,Clinton County,['MISSISSIPPI-UP'],['Clinton R/R Drawbridge'],"['BIG-651', 'D DWAINE STEPHENS']","41.83656,-90.18422"
7186312,28.94983,-95.55517,"On April 29, 2021 at approximately 1500, the Tug CAPT PETE was transiting (lightboat) southbound in the San Bernard River when it allided with the San Bernard River 2611 bridge. The vessel departed from Sweeny, Texas and was en route to Freeport, TX when the incident occurred. The Pilot didn't lower the vessel's mast in time to avoid the allision. The Pilot attempted to slow down but it was too late. Contact was made at about 1-2 MPH and damage was minor. No damage was sustained to the bridge. Minor damage sustained to the mast pole. The crew was able to secure the mast and the vessel continued its transit to Freeport without further incident. No pollution or injuries occurred.",TX,Brazoria County,['San Bernard River'],"['Hwy bridge on San Bernard River, Brazori']",['CAPT.  PETE'],"28.94983,-95.55517"
7194439,43.83326,-91.28129,"Sector Upper Mississippi River (SECUMR) received report from the ITV ROBERT TABOR, ARTCO, transiting S/B on the UMR MM 699.8 with 09 barges (08 corn, canola oil), drafting 9'3"", that one of the barges in the second string allided with the protection timber on the left descending bank center pedestal of the LA CROSSE R/R DRAWBRIDGE. No damage to the barges reported. Bridge reports a small chunk (approximately 5"") taken out. Bridge is still fully operational.

As a result of the CG investigation, it has been determined that while flanking the RR span, the steersman overflanked and incidentally rubbed the protection timber.

The RR will not provide damage estimate. Investigating officer therefore assesses damage as $0.",MN,Houston County,['MISSISSIPPI-UP'],['Lacrosse R/R Drawbridge'],['ROBERTA TABOR'],"43.83326,-91.28129"
7194593,43.83417,-91.2835,"At 0445 MSD St. Paul IO recieved notification that the ITV DEANA ANN was U\W northbound with 11 dry cargo barges (10 empty and 1 loaded fertilizer) when the port stern barge allided with the LaCrosse Rail Road Bridge at MM 699 UMR. Both the Pilot of the vessel and the bridge operator stated that the contact with the bridge was very light. As the bridge tried to swing close after the vessel had passed it coincidentally malfunctioned and would not close. Initially the bridge operator did not know if the allision was related to the malfunction but after a bridge technician assessed the issue it was determined that the allision was not related to the malfunction. No damage, pollution or injuries were sustained. The DEANA ANN continued transit northbound without issue.

As a result of its investigation, the Coast Guard has determined that the ITV DEANA ANN bridge allision could be attributed to high winds and current in the vicinity of the bridge. No further action to be taken.",MN,Houston County,['MISSISSIPPI-UP'],['LACROSSE RAILROAD DRAWBRIDGE'],['DEANA ANN'],"43.83417,-91.2835"
7195205,29.68095,-91.47149,"On May 9, 2021, at approximately 1930, the OSV HARVEY EXPLORER (O.N.1141144) was traveling from New Iberia, LA, heading offshore to Mississippi Canyon 773 when the vessel's mast allided with the Bayou Sale Bridge at MM 113 in the ICW. The vessel master and company representative reported no damage to the bridge structure but the allision had damaged the vessel's aluminum mast. The master stated he had reviewed the navigation chart and verified the listed vertical height of the bridge but had failed to consider the water level of the ICW. At the time of the incident, the water height was several inches above the mean height water mark used to calculate the bridges vertical clearance. The bridge was later inspected by Louisiana State Highway Agency personnel who confirmed that there was no damage to the bridge.      

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the vessel's mast alliding with the bridge. The causal factors that contributed to this casualty include: 

(1) The master did not ensure sufficient air draft between the bridge and the vessel prior to transiting under the bridge.  The master and crew had reviewed the most current Coast Pilot and had identified the bridge height on their voyage plan but failed to account for the high water level condition at the time of the incident.",LA,St. Mary Parish,['GIWW-WEST'],"['I-10 - Baton Rouge, LA', 'SR 317 Hwy bridge on GIWW, North Bend']",['HARVEY EXPLORER'],"29.68095,-91.47149"
7196068,43.83513,-91.27604,"The M/V DAVID STEGBAUER was transiting north bound on the Upper MS River and was making the La Crosse RR Bridge, located at approx MM 699.8.  As vessel was passing by the RR Turntable, the tow began to set towards the turntable by the current.  Capt attempted to steer stern away from the turntable to counter the set, and reduced speed to clutch when he realized he was going to rub the wooden fence protecting the turntable.  The stern hopper barge lightly rubbed against the fence at the port quarter of the barge.  Capt noted that there was no damage to the fence as he looked at it when passing it.  Barge that rubbed was the STC3020; crew inspected the barge and also noted no damage.
Approximately 20 minutes after the damage, bridge reported a fire on the center turntable. Fire was extinguished within an hour, and assessment of damage was conducted. Bridge and Vessel company in contact to determine liability dependent on camera footage from the bridge. Bridge refuses to release camera footage to investigation nor will they release the bridge tender report. Bridge is operational. Without cooperation, undetermined if the barge allision had any correlation to a subsequent fire.

CG investigation results indicate the allision was caused by tow being overcome by high current in tight operating quarters.",WI,La Crosse County,['MISSISSIPPI-UP'],['LACROSSE RAILROAD DRAWBRIDGE'],['DAVID STEGBAUER'],"43.83513,-91.27604"
7199416,39.93119,-91.42036,"On 12MAY21 at approx. 0300 the ITV PENNY ECKSTEIN (O.N. 569942) was southbound on the Upper Mississippi River (UMR) mile marker (MM) 327.0 with 15 loaded dry cargo barges when the tow allided with the left descending bridge pier of the Quincy Memorial Bridge (Eastbound Hwy 24). As the Capt was navigating down the river, he had initially hoped he could make to a mooring area just above Lock and Dam 21 (L&D 21) at MM 325, prior to a northbound tow exiting L&D 21. After radio contact with the northbound tow, the Capt realized he didn’t have the necessary time to make the mooring area and decided to hold position above the Quincy Bayview Bridge (2nd Bridge up river of the Quincy Memorial Bridge; westbound Hwy 24). As the tow was holding position in the center of the channel, the Capt went to make a log entry in the vessel logbook and by the time he looked up he realized the ITV began to get set off and top around towards the LDB as it was also coming through the Quincy Bayview Bridge.  The Capt quickly radioed for fleet boat assistance but realized that the ITVs wouldn’t make it to him before he would go aground on the bank. In an effort to avoid going aground the Capt came ahead and when he did the 2nd barge from the head (MTC 7280; O.N. 1220358) in the port string allided with the LDB pier for the Quincy Memorial Bridge. As he continued to come ahead, and utilize the bridge pier to control the tow, all the remaining barges aft of the MTC 7280 scrapped/allided with the LDB pier (BH 9691, O.N. 1046340; MTC 7479; O.N. CG1665432; LTD 7217, O.N. 1216642).  The only barge that sustained damage was the BH 9691 (3rd barge back from the head). As the BH 9691 was rear facing in the tow, all of the damage was contained to starboard quarter (outboard side) of the barge. All damage was below the waterline and a breach in the hull occurred causing the #4 void to flood to river level. Also the cargo box was compromised IWO of the #4 void as the cargo (corn) was saturated with water. Fleet boats assisted the tow to a nearby fleeting area where the BH 9691 was removed from the tow, lightered and sent to a nearby repair yard. No other barges or the bridge sustained any damage as a result of the allision.",IL,Adams County,['MISSISSIPPI-UP'],['QUINCY MEMORIAL BRIDGE'],"['PENNY ECKSTEIN', 'BH 9691', 'LTD 7217', 'MTC 7280', 'MTC 7479']","39.93119,-91.42036"
7201371,40.63034,-73.26254,"On the evening of October 30, 2020, at approximately 1145 pm local time, the M/V LAURA LEE, O.N. 527297 was underway stemming the tide IWO the Robert Moses Causeway with 44 persons on board on a charter fishing trip when the vessel struck an abutment at the second opening south of the center span of the Robert Moses Causeway (RMC), Fire Island (FI) Inlet Bridge, Fire Island, NY.  The LAURA LEE is 64.5 feet, 79 gross tons, blue wood hull, built in 1970, owned/operated by Bay Shore Fishing Corp.,and Coast Guard certificated to carry 128 passengers.

The while the vessel was stemming the out going tide(1.5 knots),the wind speed gusted to 6.1 knots and the LAURA LEE had struck the concrete bridge structure on the vessel’s starboard side, 2nd void, just below the vessel's rub-rail and sustained damages to four frames and hull planks located above the waterline. The crew immediately assessed the seaworthiness and damage to the vessel and found no ingress of water or bilge alarms activated, and no injury to passengers. They made the decision to return to the dock, located at Captree Boat Basin, Captree, NY. At the time of the incident, the crew could not ascertain the severity of the damage until the following day. The vessel was hauled out of the water at Shellfish Marina in West Sayville, NY on November 4, 2020 and was identified by a passing Coast Guard (CG) Marine Inspector (MI) attached to the Marine Safety Detachment (MSD) Coram as one of the inspected small passenger vessels belonging to their fleet of responsibility. Coast Guard Sector Long Island Sound Command Center or MSD Coram never received the notification of the LAURA LEE un-intentionally alliding with the RMC-FI Inlet Bridge. On November 5, 2020, The CG MI was informed and recommended that they should attend the vessel since it was involved in an allision with a concrete bridge fendering system by a local shipwright; this was the first time the CG MI heard of this incident. 

The Bridge Maintenance Program Engineer with the New York State Department of Transportation, Long Island Region was notified of the allision on November 9, 2020 and the FI Inlet Bridge was inspected by the Bridge maintenance engineer and found no signs of structural damage to the bridge, but found blue paint scrapes along the bridge structure.  

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the allision of the LAURA LEE with the Robert Moses Causeway-Fire Island Inlet Bridge. This was followed by the hull damage to the vessel. The causal factor that contributed to this casualty is the wind gust that occurred while the vessel was stemming the out going tide between bridge abutments. 

The owner, agent, master operator, or person in charge shall immediately nearest Coast Guard unit that the vessel was involved in a marine casualty consisting of an unintended grounding, or an unintended strike (allision with) a bridge as required under 46 CFR 185.202 (a)(1) and 46 CFR 4.05-1. The master is a Coast Guard credentialed operator and was acting under the authority of his license when he operated the LAURA LEE as the Master of the vessel and he and the company failed to notify the the Coast Guard of the marine casualty.

The credentialed mariner and the company does not have a history of past violations.",NY,Suffolk County,['Great South Bay'],['Robert Moses Causeway Bridge'],['LAURA LEE'],"40.63034,-73.26254"
7201960,42.06419,-90.16579,"While tranisiting NB at MM 535UMR the ITV JENNIE K allided with the Sabula RR bridge. The tow set on the shear fence on the port side 2nd barge from the vessel. No damage done to the bridge or the barge/vessel.

As a result of this investigation, the Coast Guard has determined this marine casualty to be the result of master error while piloting the vessel through the bridge.",IL,Carroll County,['MISSISSIPPI-UP'],['SABULA RAILROAD DRAWBRIDGE'],['JENNIE K'],"42.06419,-90.16579"
7202005,30.98167,-91.79778,"On May 19, 2021, at approximately 1600 hours, tow of Towing Vessel DANNY TERRAL struck the Kansas City Southern Railroad Bridge near Mile Marker 4 on the Atchafalaya River, near Simmesport, Louisiana. DANNY TERRAL was pushing 6 loaded freight hopper barges downbound at the time of the allision.

The impact from the allision caused damage to two barges in the tow, RM 3362 and RM 3307B. The impact also caused RM 3358 to break away from the tow. RM 3358 was recovered by another towing vessel, incurring no further damage. The railroad bridge incurred no reported damage from the allision.

As a result of this investigation, the Coast Guard has determined that the initiating event for this casualty was the allision between RM 3362, the starboard lead barge of tow of DANNY TERRAL, and the Kansas City Southern Railroad Bridge, which resulted in the subsequent events of RM 3358 breaking away from the tow and RM 3307B alliding with the bridge. The causal factors to this casualty include: (1) Strong, conflicting currents around the bridge and (2) The Mate/Pilot navigated the turn preceding the bridge too far toward the middle of the channel, which did not allow for the vessel and tow to become properly aligned to safely transit the intended bridge span.",LA,Pointe Coupee Parish,['ATCHAFALAY'],['SIMMESPORT R/R BRIDGE'],"['DANNY TERRAL', 'RM 3358', 'RM 3362', 'RM 3307B']","30.98167,-91.79778"
7202620,40.35788,-79.84396,"On 5 May 2021, Sector Ohio Valley command center received notification from the Inspected Towing Vessel (ITV) DEBI SHARP (ON 995910) of an allision that occurred between a barge (uninspected and loaded coal barge) in the DEBI SHARP’s tow and the MCKEESPORT-DUQUESNE HIGHWAY BRIDGE. The DEBI SHARP was upbound near mile marker 14 on the Monongahela River pushing 12 loaded coal barges. The Mate (pilot) of the DEBI SHARP reported the head of the tow contacted the left descending bridge pier. Following this allision, several of the barges in the tow broke free, floated downstream, and allided with two other bridges down river. The bridge owners reported there were no damages sustained to the bridge. The vessel’s crew was tested for drugs and alcohol. There were no injuries or pollution as a result of this marine casualty. Initial estimate of damage amount is ~ $100k.

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the allision between the barge and the bridge. Subsequently, several barges in the tow broke free and allided with two bridges located downstream. 
 
Recommend this incident investigation activity be closed after referral to an enforcement (S&R) activity.",PA,Allegheny County,['MONONGAHEL'],"['CONRAIL RAILROAD BRIDGE', 'MCKEESPORT-DUQUESNE HIGHWAY BRIDGE', 'UNION RAILROAD BRIDGE']","['C420', 'C 512', 'DEBI SHARP', 'C1156', 'C1409', 'C1482']","40.35788,-79.84396"
7202822,43.80922,-91.26247,"Recieved a report from the ITV Sierra Dawn. While heading S/B IVO MM 699.7 UMR RDB through the La Crosse R/R bridge their stern starboard barge (ART44138) reportedly made contact with the bullnose of the bridge. No damage, injury or pollution were reported. Bridge reports only superficial damage to the timbers of the bullnose. Cause determined to be the bend and current in the area around the bridge.",WI,La Crosse County,['MISSISSIPPI-UP'],['LACROSSE RAILROAD DRAWBRIDGE'],['SIERRA DAWN'],"43.80922,-91.26247"
7205216,42.06433,-90.168,"On 19MAY2021 the ITV GREGORY DAVID was pushing 14 barges northbound with 14 empty barges through the Sabula Railroad Bridge when the wind began to set towards the turn table. While correcting for the set, the starboard stern barge(MTC-1451B) rubbed the bridge protection cell. There was no damage to the bridge or the barge.
The Coast Guard determined that the casualty occurred as a result of the wind setting the vessel towards the turntable while the master was allowing the steersmen in training to transit through the Sabula Railroad Bridge.",IA,Jackson County,['MISSISSIPPI-UP'],['SABULA RAILROAD DRAWBRIDGE'],"['GREGORY DAVID', 'MTC 1451 B']","42.06433,-90.168"
7212960,30.53913,-91.74591,"On May 26th, 2021, at approximately 2120 hours, while pushing 02 empty tank barges upbound near Mile Marker 40.7 on the Atchafalaya River, the tow of ITV GEORGE ROWE allided with the Krotz Springs Railroad Bridge.

The allision was between one of the raised vent riser pipes on the lead tank barge, CBC 374. No damages to the bridge were reported. The vent riser that allided with the bridge became bent from the allision.

As a result of this investigation, the Coast Guard has determined that the initiating event for this casualty was when the vent riser of CBC 374 struck the Krotz Springs Railroad Bridge. The causal factor to this casualty was the failure of the crew of GEORGE ROWE to lower the vent riser before transiting under the railroad bridge.",LA,St. Landry Parish,['ATCHAFALAY'],['Krotz Springs Railroad Bridge'],"['GEORGE ROWE', 'CBC 374']","30.53913,-91.74591"
7214347,42.0703,-90.16712,"On 27MAY2021 the ITV R. CLAYTON MCWHORTER (O.N. 563471) was transiting NB through the Sabula RR Bridge at MM 535 UMR while pushing 15 dry cargo barges (14 empty, 1 coal) when a gust of wind pushed the tow so that the STBD lead barge (IN075013) made contact with the LDB bridge protection cell. There was no damage to either the barge or the bridge as result of this allision.

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was a gust of wind pushing the tow towards the LDB bridge protection cell as the pilot was navigating through the Sabula RR Bridge transit area.",IL,Carroll County,['MISSISSIPPI-UP'],['SABULA RAILROAD DRAWBRIDGE'],"['R. CLAYTON MCWHORTER', 'IN075013']","42.0703,-90.16712"
7214626,32.31428,-90.90421,"On 24 MAY 21 at approximately 0330L the ITV OUIZEE (Florida Marine Transportation & 2400 HP), with 02 loaded diesel barges (HFL-601 and HFL-433), while heading N/B transiting the alternate span of the Vicksburg R/R bridge at MM 435.8 LMR, the currents set the lead barge into the # 4 bridge pier. The HFL-433 sustained minor damage to the starboard #6 wing void.

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the pilot of the OUIZEE approached the pier to close for the set. The causal factors that contributed to this casualty include the current from the LMR pushing the OUIZEE towards the LDB when the vessel was set up for at RDB set.",MS,Warren County,['MISSISSIPPI-LO'],['VICKSBURG RAILWAY AND HIGHWAY BRIDGE'],"['HFL 433', 'OUIZEE']","32.31428,-90.90421"
7219367,41.66591,-87.56443,"At approximately 0445 on April 24, 2021, the Inspected Towing Vessel KAMRYN OLIVIA (ON: 1283025) was inbound on the Calumet River pushing 6 barges dry cargo barges (4 loaded with rock and 2 empty), when the vessels radar lift arm allided with the underneath portion of the Norfolk Southern Railroad Bridge at MM 327.6.  No injuries or damage to the bridge reported.

As a result of its investigation the Coast Guard has determined that the initiating event in this casualty was the radar lift arm on board the KAMRYN OLIVIA alliding with the underside of the Norfolk Southern Railroad Bridge, followed by damage to the lift arm and radar.",IL,Cook County,['IL WWY SAG'],['Norfolk Southern Railroad Bridge'],['KAMRYN OLIVIA'],"41.66591,-87.56443"
7220485,26.14175,-81.79002,"Coast Guard Sector Saint Petersburg received a notification from the master of the inspected passenger vessel DOUBLE SUNSHINE (1118744) concerning an allision the vessel experienced with the U.S. 41 Gordon River Bridge.  As the vessel was attempting to moor, the vessel was caught broadside by the current and pushed into the bridge.  During the allision, the vessel impacted the bridge on the upper deck resulting in minor railing and fiberglass damage to the starboard second deck of the vessel; the bridge was not damaged.  A commercial salvage vessel assisted DOUBLE SUNSHINE to berth without further incident.  As a matter of company protocol, the master and crew submitted to drug and alcohol testing.  No injuries, pollution or waterway obstructions noted during this marine casualty investigation.",FL,Collier County,['Naples Bay'],['U.S. 41 Gordon River Bridge'],['DOUBLE SUNSHINE'],"26.14175,-81.79002"
7222399,29.96863,-90.0255,"On 10 June 2021, at approximately 1305 local time, Sector New Orleans Command Center received a report of an allision between the inspected towing vessel (ITV) GARLAND GASPARD and the Claiborne Ave. Bridge on the Industrial Canal GIWW MM 6 EHL in New Orleans, LA. While underway in the canal, the GARLAND GASPARD was pushing two red flag barges loaded with VGO OIL and struck the west side of the Claiborne Ave. Bridge. The GARLAND GASPARD sustained damage to its aluminum mast pole estimating repairs at $1,500. There was no damage to the bridge, no pollution and no hazard to navigation. 

As a result of its investigation, the Coast Guard determined this incident was a reportable marine casualty IAW 46 CFR 4.05-1. The level of investigative effort was a data collection since the vessel unintentionally struck the bridge and damages as a result were less than $75,000.",LA,Orleans Parish,['GIWW-EAST'],['Claiborne Bridge'],['GARLAND GASPARD'],"29.96863,-90.0255"
7231742,30.72638,-88.04833,"18JUN2021-While transiting the 3 mile creek bridge, the JUDSON B and an empty barge did allide with the bridge.  No damage was caused to the barge MEM 5070.  As the ITV JUDSON B pushing the MEM  5070 through the open 3 mile creek bridge at a slow bell, the barge was pushed by wind to the north side of the open bridge and made contact with the concrete pier.  The pilot reported that he was at a slow bell of approx. .8 mph.  The pilot made attempts to correct the set by applying port reverse thrust but was unable to prevent the allision.  The weather in the region was being affected by Tropical disturbance at the time and winds were much stronger than normal/expected.  Surveys of the MEM 5070 and 3 mile creek railroad bridge were completed.  No damage to the barge.  Bridge managers reported that there was a crack in the north pier of the bridge arrangement.  The bridge remained fully functional.  No monetary value was assigned to the bridge damage.

As a result of its investigation, the Coast Guard determined the initiating event of this marine casualty to be when the pilot decided to transit the bridge during a tropical disturbance which caused high winds in the area.",AL,Mobile County,['MOBILE'],['Three Mile Creek RailRoad Bridge - ICG -'],"['JUDSON B', 'MEM 5070']","30.72638,-88.04833"
7233939,41.68273,-87.99906,"At approximately 1350 on June 13, 2021, the Towing Vessel MARY C (O/N: 1166136, Length: 50ft, Managing Owner: Illinois Marine Towing) was transiting under the Lemont Railroad Bridge at MM 306 pushing the empty tank barge, KIRBY 29150 (O.N. 1234354) with a crewmember positioned on the KIRBY 29150 calling out clearances, using visual means. 

As the crewmember called out ""one inch of clearance between the bridge and the barge a train passed over the bridge, causing the bridge to sag slightly. A piece of angle iron from the bridge structure made contact with a Pressure/Vacuum Valve on the KIRBY 29150 causing damage. No report of any pollution or damage to the bridge.

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the KIRBY 29150 pressure/vacuum valve alliding with the Lemont Railroad Bridge followed by damage to the Valve.",IL,Cook County,['ILLINOIS'],['Lemont Railroad Bridge'],"['MARY C', 'KIRBY 29150']","41.68273,-87.99906"
7234829,41.51146,-90.59455,"On 20JUN2021 the ITV SHOW-ME STATE (O.N. 614262) was transiting NB through the Crescent Railroad Drawbridge at MM 481 UMR while pushing 15 empty dry cargo barges when the pilot of the vessel did not line up correctly with the bridge transit area.  The led to an allision between the bridge’s lower protection cell and the tow’s port stern barge.  There was no damage to either the tow or the bridge as a result of this allision.

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was pilot error as they were navigating the vessel through the bridge transit area.",IA,Scott County,['MISSISSIPPI-UP'],['CRESCENT RAILROAD DRAWBRIDGE'],['SHOW-ME STATE'],"41.51146,-90.59455"
7235868,29.7335,-90.1278,"On 28 October 2020 at approximately 1800 local time, two formerly inspected passenger barges, LIGHTHOUSE POINT CASINO (O.N. 1022782, Flag: US) and BILOXI BELLE (O.N. 1023167, Flag: US) allided with the BARATARIA BRIDGE’s fender system on the Barataria Waterway resulting from the stormy weather associated with Hurricane Zeta. The barges remained tied together while drifting in the waterway. Tom's Marine and Salvage was responsible for these barges and made attempts to prevent the allisions. Previous to Hurricane Zeta, the barges were moored at Tom's Marine and Salvage awaiting to be scrapped.  No damage to the vessels or bridge was reported.  

As a result of its investigation the Coast Guard determined the allisions occurred as a result of hurricane force winds during Hurricane Zeta and improper mooring arrangements to prevent breakaways during hurricane conditions. No damage to the barges or bridge occured.

As a result of its investigation, the Coast Guard has determined that this incident is a reportable Marine Casualty in accordance with 46 CFR Part 4.  This investigation was downgraded in accordance with CG-INV note 001-2017 for hurricane damage.

A CG-2692 was not submitted by the owner of Tom's Marine and Salvage. A similar incident occurred in 12/12/2019 captured by IIA #: 6872838.",LA,Jefferson Parish,['BARATARIA BAY WATERWAY'],['BARATARIA BRIDGE'],"['LIGHTHOUSE POINT CASINO', 'BILOXI BELLE']","29.7335,-90.1278"
7238108,31.49441,-87.90716,On 6/24/2021 the ITV MR. DAVID pushing six loaded hopper barges full of wood pellets struck the JACKSON RR Bridge (MM90). The Master over flanked their approach to the bridge and was pushed over to the west side of the waterway by the current. The ITV's aft starboard barge (FJPN 165B) stuck one of the bridges posts at its starboard stern and caused minimal damage to the barge however broke the tow apart. The ITV MR. DAVID was then assisted by the ITV BLACKBELT to retrieve all of the barges and rebuild the tow. The bridge manager was notified and inspected with no damages.,AL,Clarke County,['TOMBIGBEE'],['Tombigbee River Railroad bridge near Jac'],"['MR. DAVID', 'FJPN 165B']","31.49441,-87.90716"
7238210,42.06497,-90.16837,"On 24 June 2021 the ITV PAUL BROTZGE (ON 559099) was headed northbound on the Upper Mississippi River (UMR) in vicinity of (IVO) mile marker (MM) 535 and the Sabula Railroad Bridge. The vessel's Pilot had radioed the bridge prior to making an attempt to transit under the bridge to coordinate and controlled landing. The vessel did make contact with the bridge, but broke a few protection timbers and damaged a walkway. Damages are estimated at approximately $25,000. 

The Coast Guard determined that the casualty occurred as a result of the Pilot miscalculating his trajectory when lining up his tow to transit the Sabula Railroad Bridge. No other damage, pollution or injuries were reported.",IA,Jackson County,['MISSISSIPPI-UP'],['SABULA RAILROAD DRAWBRIDGE'],['PAUL BROTZGE'],"42.06497,-90.16837"
