activity_id,title,start_dt,end_dt,page
3882303,UTV J ANDREW ECKSTEIN/SABULA RR BRIDGE    ALLISION,10/22/2010,2/1/2011,172
3884168,UTV ANDREA LEIGH/CRESCENT RR BRIDGE       ALLISION,10/24/2010,2/2/2011,172
3885526,UTV MIDLAND allision La Crosse RR Bridge,11/4/2010,2/28/2011,172
3885530,UTV PHYLLIS allision w/ La Crosse RR Bridge.,11/4/2010,2/28/2011,172
3885677,UTV BECKY ANN Allision Pekin RR,11/4/2010,2/28/2011,172
3887080,ARDYCE RANDALL allision with Lansing RR Bridge,11/6/2010,2/28/2011,173
3887898,Roberta Tabor allision w/ La Crosse RR Bridge.,11/8/2010,3/4/2011,173
3888276,LARRY STRAIN / Allision,10/24/2010,9/15/2011,173
3888665,I-155 bridge allision,7/10/2010,8/26/2011,173
3888833,"VINCENT TIBBETS, Allision, Fore River Bridge",10/26/2010,9/15/2011,173
3888870,"ABRACADABRA/CFV/ Drive Shaft Failure, SML",11/8/2010,3/4/2011,173
3888962,MS Allision (09/18/2010 5,9/18/2010,2/3/2011,173
3892263,UTV VIRGINIA INGRAM/CLINTON RR BRIDGE     ALLISION,11/16/2010,3/7/2011,173
3894263,MS Allision (05/31/2010 9,5/31/2010,12/8/2010,173
3894615,UTV SARA ELIZABETH/CLINTON RR BRIDGE      Allision,11/19/2010,3/7/2011,173
3894624,UTV NEIL N DIEHL /DUBUQUE RR BRIDGE       Allision,11/19/2010,3/7/2011,174
3894699,UTV VIRGINA INGRAM/BURLINGTON RR BRIDGE   Allision,11/18/2010,3/7/2011,174
3894963,Jermaine McGhee/ Injury,11/15/2010,3/7/2011,174
3898305,MC,11/23/2010,7/3/2014,174
3900155,BRIDGE ALLISION M/V BLAKE DENTON,11/4/2010,11/7/2012,174
3900479,Circle Line VIII - Bridge Allision,7/11/2008,12/6/2010,174
3901694,MS Allision (10/12/2010 1,10/12/2010,2/4/2011,174
3903671,MS Allision (01/26/2010 6,1/26/2010,12/16/2010,174
3904773,Clinton Cenac/Alission/Calcasieu River,12/5/2010,3/16/2011,174
3905126,UTV Kimberly Jane Bridge Allision,11/29/2010,3/15/2011,174
3905553,UTV JOYCE HALE/Louisiana RR Bridge        Allision,11/9/2010,3/7/2011,175
3905596,MS Allision (09/20/2010 3,9/20/2010,2/3/2011,175
3905598,UTV JOYCE HILL/FT MADISON RR BRIDGE       ALLISION,11/28/2010,3/15/2011,175
3905608,UTV JACOB MICHAEL ECKSTEIN/CLINTON RR BR  ALLISION,11/27/2010,3/15/2011,175
3905913,UTV NEW DAWN / AT 701B                  ALLISION,11/14/2010,3/7/2011,175
3905999,UTV ANDREW ECKSTEIN                       Allision,11/29/2010,3/14/2011,175
3906370,MARTHA LYNN/ Allision,12/5/2010,3/16/2011,175
3907033,UTV Frank Stegbauer                       Allision,11/1/2010,3/7/2011,175
3907328,Grounding / TSING MA BRIDGE,12/7/2010,7/6/2011,175
3907353,"MC- T. H. KELLY, UTV; ALLISION",12/3/2010,3/16/2011,175
3913749,HOWARD BLANK; allision with causeway bridge,6/25/2010,1/13/2011,176
3914977,MS Allision FAST SCOUT(12/22/2010 8,12/22/2010,3/23/2011,176
3916706,M/V MARIN; Loss of Propulsion,12/24/2010,3/23/2011,176
3916735,M/V MARIN; Equipment Failure,12/17/2010,9/28/2011,176
3917164,M/V MARIN; Equipment Failure,12/27/2010,2/28/2011,176
3917939,UTV BILL SEYMOUR/ALLISION/GICWW MM 237,12/28/2010,11/14/2012,176
3919572,UTV OMAR - Allision,12/28/2010,2/28/2011,176
3920424,UTV  THOMAS E. ERICKSON   Allision Pekin Lower R/R,1/4/2011,2/9/2011,176
3920936,UTV LUKE BURTON - Allision,1/4/2011,6/21/2011,176
3922184,Bridge Allision - M/V BEARCAT TNR MM 647,12/20/2010,3/24/2011,176
3922538,FALCON                             ALLISION,1/6/2011,3/25/2011,177
3928074,UTV Christopher M Parsonage - Allision/Sinking/Neg,1/9/2011,7/13/2011,177
3928132,Accu X/Bridge Allision/Calcasieu River,1/16/2011,4/6/2011,177
3928232,Holy Rosary/Allision/GICWW,1/11/2011,2/14/2011,177
3929492,TUG CHAMORRO M/E Casualty,1/16/2011,2/23/2011,177
3930691,UTV ORCA ONE - Allision - Simmesport RR bridge,1/21/2011,7/13/2011,177
3936302,MC-ALLISION/PARACLETE,1/24/2011,7/7/2014,177
3941491,17HUN11/UTV Amber Brittany/Allision/PSR,2/5/2011,4/11/2011,177
3942122,DOTTI J/BRIDGE ALLISION/7FEB11,2/6/2011,7/21/2011,177
3946634,UTV RENEE T. WHATLEY- Allision w/ Krotz Springs RR,2/16/2011,4/18/2011,177
3947479,MC-ALLISION/BORN AGAIN,8/17/2010,7/7/2014,178
3954099,UTV Coral Dawn            Allision ILR MM 151.2,2/26/2011,2/7/2012,178
3955757,"UTV CAPT RICHARD SIDES, Allision, Pekin RR Bridge",3/1/2011,4/21/2011,178
3956368,MC,3/2/2011,7/7/2014,178
3956432,UTV JENNY - allision,3/2/2011,4/21/2011,178
3958833,Equipment Failure /NARODNY BRIDGE/ LB #12,2/21/2011,4/18/2011,178
3960258,CAPTAIN ED/ALLISION,3/9/2011,7/28/2022,178
3964714,CAROL McMANUS / Allision,3/12/2011,4/27/2011,178
3965595,UTV EUGENIE / LA RR BRIDGE                Allision,3/8/2011,4/27/2011,178
3966822,M/V BETHESDA/BRIDGE ALLISION/ OIL DISCHARGE,3/18/2011,1/23/2013,178
3967940,Mike Kennelly    Allision,3/19/2011,1/23/2013,179
3968182,Tug Cardinal - Steering Loss,3/21/2011,1/29/2013,179
3968395,"MC - RHETT PARKER, UTV;  ALLISION",3/13/2011,4/29/2011,179
3968407,"MC-GREENWAVE, UTV; ALLISION",3/16/2011,4/29/2011,179
3968438,YVONNE CONWAY - Bridge Allision/Breakaway,3/18/2011,7/8/2014,179
3968839,"MC- HELIOSE, UTV; ALLISION",3/14/2011,4/29/2011,179
3968893,Bridge allision/Vicksburg RR/ Joshua David Esper,3/20/2011,1/23/2013,179
3969380,MC,3/19/2011,7/8/2014,179
3969725,"MC- JACKSON III, UTV; ALLISION",3/19/2011,4/29/2011,179
3969811,JAMES H HUNTER - Allision,3/11/2011,1/16/2013,179
3970344,M/V CAYAH MICHELE,3/22/2011,4/29/2011,180
3973268,G.L. 108/Long Boat Pass Bridge Allision-jnc,3/17/2011,5/9/2011,180
3974046,UTV JENNIE K                             GROUNDING,3/18/2011,2/14/2012,180
3974782,BRITTANY BEYEL-Blackburn Bridge-Allision,3/17/2011,1/30/2013,180
3975819,Dredge Bayport/Natural Gas Pipe/Allision,3/31/2011,11/1/2017,180
3976473,CANYON RUNNER/Steering Failure and Bridge Allison,3/28/2011,5/3/2011,180
3978486,BARGE CSC 24                            SET ADRIFT,4/2/2011,2/15/2013,180
3980616,MOC 11/Allision/Mermentau River MM 68,4/6/2011,2/20/2013,180
3981444,UTV KRISTEN ALEXIS,4/6/2011,2/20/2013,180
3982120,UTV JONATHAN T. ERICKSON/LA RR Bridge     Allision,4/7/2011,5/18/2011,180
3982233,Tug TRIUMPH_Barge R1359 Allision,4/7/2011,2/20/2013,181
3984563,UTV CHARLIE G/SABULA RR BRIDGE      ALLISION,4/11/2011,2/20/2013,181
3984874,"M/V ELIZABETH DEWEY, Allision",3/29/2011,2/15/2013,181
3985275,"MC- BROOKE, UTV; ALLISION",3/24/2011,2/16/2012,181
3985304,MC,4/11/2011,7/8/2014,181
3985336,SEA BREEZE / Loss of Propulsion,4/10/2011,5/25/2011,181
3985567,SHEILA JOHNSON / Allision,4/2/2011,2/17/2012,181
3986229,Allision; MEAGAN ANN w/barge 209,4/13/2011,7/12/2011,181
3986852,Tug Radahao - Starboard Prop Fouling,3/27/2011,7/8/2014,181
3987295,MARY L / Allision,4/3/2011,5/25/2011,181
3992784,ARTHUR E SNIDER / Equipment Failure,3/30/2011,12/5/2012,182
3993875,M/V CATHY GOLDING; Allision,4/24/2011,7/10/2014,182
3994448,FORT PIKE                                 ALLISION,4/23/2011,4/13/2012,182
3997036,MS Allision (04/26/2011 5,4/26/2011,5/27/2011,182
3997102,Bridge Allision,4/1/2011,5/27/2011,182
4001138,BULLDOG - Allision w/Roosevelt RR bridge,4/28/2011,3/14/2013,182
4003292,THRUSTON B MORTON - Bridge Allision/Breakaway,4/26/2011,3/7/2013,182
4006237,"MC-TERAH HUCKABEE, UTV;  ALLISION",4/29/2011,3/14/2013,182
4006544,"UTV MISS KATE - Allision, Pig's Eye",5/7/2011,4/16/2013,182
4008455,Stacy Selby/Allision/Black Bayou Bridge,4/27/2011,2/27/2012,182
4009001,CHAMORRO/MC-PERSONNEL INJURY/SMI/24MAR11/GUAM,3/24/2011,1/29/2013,183
4009289,UTV JENNIE K/BURLINGTON RR BR           ALLISION,5/10/2011,4/16/2013,183
4012862,UTV ARDYCE RANDALL                     ALLISION,5/16/2011,7/11/2011,183
4012907,"UTV BEA BLACK, Barge MM9724,  Allision, Pekin RRB",5/13/2011,7/11/2011,183
4013487,MC/ ALLISION/ MCKENZIE WAXLER/ DULARGE BRIDGE,5/16/2011,3/5/2012,183
4015370,Allision / UTV LAURA BANTA / Rail Road Bridge Fend,5/17/2011,6/7/2011,183
4019743,UTV SIERRA DAWN/BURLINGTON RR        ALLISION,5/19/2011,7/12/2011,183
4020106,BUCHANAN 10 / PELHAM PARKWAY BRIDGE ALLISION,5/12/2011,7/12/2011,183
4022562,UTV SCOTT STEGBAUER Allision,5/19/2011,5/16/2013,183
4023585,Allision / MISS EMILIE ANN & Bridge of Lions,5/17/2011,6/7/2011,183
4023675,LADY THELMA II-ALLISION WITH BRIDGE-FWB FL,5/21/2011,7/12/2011,184
4023773,JAY LUHR / Allision,3/31/2011,2/15/2013,184
4028352,UTV CAPT KIRBY DUPUIS/BURLINGTON RR BR    ALLISION,5/29/2011,3/5/2012,184
4028674,UTV DAVID L GRIGGS           ALLISION/Burlington,5/26/2011,7/12/2011,184
4028715,RM1379 B                 Breakaway,5/26/2011,5/22/2013,184
4029197,Barge MARMAK 24 /Collision/Personnel Injury,5/31/2011,7/9/2014,184
4029928,MC,5/31/2011,7/9/2014,184
4030408,Allision,6/1/2011,1/7/2015,184
4032567,MS Loss of Life/Injury USNS BRIDGE,5/31/2011,7/22/2011,184
4035970,SAMUEL J / Allision,5/22/2011,7/12/2011,184
4036439,WHITE WING / Allision,5/13/2011,7/28/2011,185
4036463,M/V MARIN; Equipment Failure,6/5/2011,3/5/2012,185
4037664,UTV ELIZABETH R/KIRBY 30022B/ALLISION/GICWW 232,6/7/2011,6/5/2013,185
4038529,UTV Helen Merrill - Equipment Failure / Allision,5/3/2011,3/18/2013,185
4038776,MC,6/3/2011,7/11/2014,185
4043305,UTV Kevin Michael            MS Breakaway/Allision,6/11/2011,6/21/2013,185
4044454,Allision/ACCU VIII/Galveston Railroad Bridge,6/10/2011,8/11/2011,185
4045493,Allision - CFV Polaris/Fairhaven Bridge,6/4/2011,5/24/2013,185
4051335,UTV THOMAS E ERICKSON                     Allision,6/19/2011,7/11/2013,185
4053428,Allision EILEEN C,6/21/2011,8/11/2011,185
4054130,MS Allision,6/21/2011,8/13/2013,186
4054184,Barge 36/CBBT                   Bridge Allision,6/20/2011,8/9/2013,186
4054587,Allision,6/22/2011,3/12/2012,186
4059205,Allision,6/21/2011,8/11/2011,186
4059544,UTV CHARLIE G/BURLINGTON RR BRIDGE  ALLISION,6/25/2011,3/12/2012,186
4060152,UTV FLOYD H BLASKE - ALLISION LA CROSEE RR,6/27/2011,7/22/2014,186
4060812,SUEQ 41B / Allision,6/19/2011,8/11/2011,186
4063911,BARGE TMI 101/ALLISION,6/30/2011,7/25/2014,186
4065690,UTV TOM FRAZIER                           Allision,7/2/2011,7/25/2014,186
4065698,UTV SHOW ME STATE               Allision/Breakaway,7/1/2011,7/25/2014,186
4069842,UTV Thomas Erickson              Equipment Failure,7/5/2011,7/25/2014,187
4070204,EASTERN DAWN/WEEKS100/ALLISION/ATLANTIC BEACH,7/4/2011,3/16/2012,187
4071823,MCC 456                         Breakaway/Allision,7/6/2011,3/16/2012,187
4072731,MV GOLDEN EAGLE/ Allision,7/7/2011,7/25/2014,187
4073778,UTV WENDY L                               Allision,6/23/2011,3/12/2012,187
4077450,GA FRANKLIN                               ALLISION,7/10/2011,3/16/2012,187
4078850,UTV CAPT. RICHARD SIDES                   ALLISION,7/11/2011,3/19/2012,187
4085641,UTV Dell Butcher - allision Hastings RR Bridge,7/11/2011,8/17/2011,187
4087151,UTV PHILIP M PFEFFER - Allision - Pigs Eye Bridge,7/18/2011,8/19/2011,187
4087257,UTV MARY EVELYN/BURLINGTON RR BR/ ALLISION,7/8/2011,7/29/2014,187
4087294,UTV PRAIRIE DAWN/CRESCENT RR BR   ALLISION,6/27/2011,3/12/2012,188
4088566,M/V JILL P. HARVEY - Allision,7/20/2011,10/7/2011,188
4090362,UTV SUSANNAH GRIFFIN - BARGE ALLISION,7/21/2011,7/29/2014,188
4090366,AB 128 BARGE BREAKAWAY ADM ST PAUL,7/21/2011,3/19/2012,188
4096153,JOE BOBZIEN / Allision,7/11/2011,4/19/2012,188
4096992,UTV NELLIE                                ALLISION,7/25/2011,3/21/2012,188
4097307,ANGER MANAGEMENT Allision Roosevelt RR Bridge,7/28/2011,3/22/2012,188
4097327,MARE CARIBBEAN/ALLISION,7/24/2011,8/19/2011,188
4098718,T/V - Bridge Allision,7/24/2011,1/27/2015,188
4101618,Allision / MISS FRISKY,7/20/2011,8/19/2011,188
4102167,UTV PENNY ECKSTEIN        ALLISION/BURLINGTON,7/31/2011,3/22/2012,189
4104362,Allision,8/2/2011,8/24/2011,189
4109561,UTV J.B. KLEINPETER/SABULA RR BRIDGE      ALLISION,8/5/2011,9/26/2011,189
4111277,UTV PERE MARQUETTE/SABULA RR BRIDGE       ALLISION,7/26/2011,3/21/2012,189
4113386,MS Allision MV Tiger Pride (08/03/2011 7,8/3/2011,8/24/2011,189
4113407,Allision between Miss KeKe and Kent Narrows Bridge,8/4/2011,9/26/2011,189
4116271,ING 2144                     MS Breakaway/Allision,8/11/2011,9/20/2011,189
4116351,Allision / UTV Charles Winslow,6/16/2011,7/2/2013,189
4116669,M/V GREAT PEACE    ALLISION,8/10/2011,7/25/2014,189
4116706,MS Allision (07/08/2011 8,7/8/2011,7/25/2014,189
4118788,MC,8/8/2010,10/23/2012,190
4123703,UNDER PRESSURE Dive Injury,8/21/2011,7/25/2014,190
4123901,Partial loss of maneuverability; M/V BRIMSTONE,8/19/2011,7/25/2014,190
4125179,T/V - Bridge Allision,8/18/2011,8/24/2011,190
4130036,UTV R CLAYTON McWHORTER/CLINTON RR BR     ALLISION,8/17/2011,7/25/2014,190
4132880,MS Allision (07/12/2011 6,7/12/2011,7/25/2014,190
4133283,Allision - Cindy Hull & MC RR Bridge,7/29/2011,1/28/2015,190
4136691,Wappo Cut Bridge Allision,10/14/2008,10/27/2011,190
4137215,MC,9/2/2011,7/25/2014,190
4137701,UTV MISS LORRAINE G - Bridge Allision,9/6/2011,7/25/2014,190
4138615,MS Allision / MARY GELLATLY / RARITAN RIVER BRIDGE,8/25/2011,9/20/2011,191
4139267,MC,6/27/2010,10/22/2012,191
4140093,UTV J.A. Ward/Allision/Breakaway/Grounding,9/5/2011,7/7/2014,191
4140321,MC,6/4/2010,7/21/2014,191
4143264,M/V PRISCO ABAKAN / Allision /,4/1/2010,10/17/2014,191
4144987,Allision; M/V PRESIDENT JACKSON,9/1/2011,7/7/2014,191
4144991,Allision; M/V CIRCLE LINE XVII,9/1/2011,7/7/2014,191
4145365,UTV Penny Eckstein/Crescent RR Bridge     Allision,7/22/2011,7/7/2014,191
4149739,RANGER  ALLISION,9/13/2011,7/8/2014,191
4149879,UTV Pebble Beach                          Allision,9/19/2011,7/8/2014,191
4152810,MEMPHIS BRIDGE / Allision,9/20/2011,7/9/2014,192
4160573,UTV F. H. BLASKE/DUBUQUE RR BRIDGE        ALLISION,9/29/2011,7/9/2014,192
4163097,UTV MARTIN ADMIRAL / Bridge Allision,10/7/2011,7/10/2014,192
4163226,Allision,10/6/2011,7/10/2014,192
4163319,UTV ELIZABETH BLEILER / Bridge Allision,10/6/2011,7/10/2014,192
4171600,UTV SAFETY EXPLORER/ Allision / MM 47 GIWW,9/8/2010,10/23/2012,192
4173105,MS Allision (10/20/2011 1,10/20/2011,7/14/2014,192
4175443,MS Allision / Tug Thornton,10/18/2011,7/14/2014,192
4180142,UTV BRIMSTONE                   LOSS OF PROPULSION,10/28/2011,7/18/2014,192
4180531,MS Allision (10/20/2011 10,10/20/2011,7/23/2014,192
4183893,BRIDGE ALLISION / VESSEL KINGFISHER,9/9/2011,7/23/2014,193
4184251,UTV PERE MARQUETTE                       GROUNDING,11/7/2011,7/23/2014,193
4184446,MS Loss of Life/Injury,11/8/2011,7/23/2014,193
4184618,UTV VECTURAIN Allision with Queen Isabella Bridge,10/3/2011,7/1/2014,193
4185586,UTV NEIL N DIEHL          ALLISION,11/9/2011,7/2/2014,193
4186665,M/V John C Terral; Allision,11/10/2011,7/2/2014,193
4188321,Allision - Bayou Boeuf Bridge vs Barge TM 19,10/19/2011,7/2/2014,193
4193324,FV NEW ERA / Bridge Allision,11/21/2011,7/21/2014,193
4194415,UTV Dell Butcher                         Allision,11/23/2011,7/21/2014,193
4194801,M/V DEL NORTE; Equipment Failure,11/18/2011,7/21/2014,193
4197095,MV Mr. Lampton/Allision I-155 Bridge,11/27/2011,7/23/2014,194
4197910,ALLISION / UTV CREOLE BELLE,11/28/2011,7/23/2014,194
4198277,NADINE BAKER - Allision (Bridge),11/21/2011,7/23/2014,194
4199002,M/V SUPER SHUTTLE - MDE Exhaust Leak,11/24/2011,7/24/2014,194
4199046,Towing Vessel BRIAN/Allision,11/29/2011,7/24/2014,194
4199117,UTV AMERICAN / Allision / Expired COD,10/24/2011,3/27/2013,194
4199372,M/V ALGOLAKE / Allision,12/1/2011,8/6/2014,194
4200034,UTV Frank Stegbauer        Allision  ILR MM 151.1,12/2/2011,7/24/2014,194
4200050,W. W. CRUM / Allision,11/19/2011,7/24/2014,194
4200102,LOUISE S / Allision,11/24/2011,7/24/2014,194
4203713,M. K. MCNALLY - Allision,11/24/2011,7/24/2014,195
4204009,VSL CENTURION BRIDGE ALLISION,12/7/2011,12/7/2012,195
4204820,M/V NADINE BAKER - Allision/Breakaway,11/26/2011,7/24/2014,195
4206494,TUG JUDY M/MYSTIC RIVER RR BRIDGE/ALLISION,12/5/2011,7/24/2014,195
4207139,CAROLINE MAERSK/ALLISION,12/12/2011,7/24/2014,195
4208318,Allision UTV STEVIE ANN/KIRBY 27765 CANEY CREEK SB,12/14/2011,7/25/2014,195
4208428,USNS BRIDGE/MC-PERSONNEL INJURY/27NOV11/GUAM,11/27/2011,7/25/2014,195
4211398,M/V MISS KATIE / Allision,11/16/2011,10/2/2012,195
4212603,"UTV ISSAQUENA      Allision, Pekin Railroad Bridge",12/21/2011,7/25/2014,195
4212732,BETTY BRENT / Allision,12/14/2011,7/25/2014,195
4213149,UTV LANA LOUISE / CANEY CREEK Bridge / Allision,11/11/2011,7/25/2014,196
4213242,MM 76; Allision,12/22/2011,1/28/2015,196
4213289,SEA HORSE/MEMPHIS BRIDGE-Equip. Failure/Grounding,12/22/2011,1/28/2015,196
4214871,UTV TROJAN,12/22/2011,12/20/2012,196
4215946,JINCY -  Bridge Allision,12/29/2011,1/28/2015,196
4218158,"MC-VOYAGER, UTV; BRIDGE ALLISION",12/25/2011,1/7/2015,196
4218369,FL 0980 PE - bridge allision,1/3/2012,7/11/2014,196
4221293,UTV Dennis Collins & T/B AF-15  Allision ILR 151.2,1/6/2012,7/11/2014,196
4221802,"MC- DIANE B. SIEGEL, UTV; ALLISION",1/1/2012,7/11/2014,196
4222479,VINCENT THOMAS BRIDGE; Equipment Failure,12/28/2011,12/19/2012,196
4222961,AL GRAY/ Allision,1/5/2012,7/11/2014,197
4227614,PARK CITY/ALLSION/BRIDGEPORT FERRY TERMINAL,12/27/2011,1/28/2015,197
4228714,Allision - UTV Thomas Dawn,1/8/2012,7/11/2014,197
4229921,Allision MISS JUANITA,1/23/2012,7/11/2014,197
4230155,"UTV WISCONSIN, CC-95585, Allision ILR 151.2",1/22/2012,7/11/2014,197
4233002,MC - DIXIE EXPRESS; ALLISION,1/18/2012,7/28/2014,197
4233522,DELTA MARINER - Allision,1/27/2012,10/3/2017,197
4239866,UTV Gabriel Alaina-Bridge Allision,2/7/2012,7/31/2014,197
4239896,Tug GEORGE ELI - Bridge Allision,2/6/2012,7/31/2014,197
4240106,UTV ANDI BOYD Allision,4/9/2011,2/20/2013,197
4243189,R.L. CARTER JR. - Allision,1/30/2012,1/29/2015,198
4244689,Allision; NORWEGIAN SEA/Goethals Bridge,2/13/2012,1/30/2015,198
4245465,SARAH L INGRAM - Allision,2/15/2012,2/2/2015,198
4248415,"UTV COOPERATIVE VENTURE       Allision, ILR 151.2",2/21/2012,2/2/2015,198
4250413,UTV John R Ingram Allision I40 Bridge,2/24/2012,2/2/2015,198
4250670,UTV MARIE M MORGAN Allision,2/24/2012,2/2/2015,198
4250678,UTV OLIVIA ROSE Allision,2/20/2012,2/2/2015,198
4254994,TUG G.E.M./ALLISION/NIANTIC RR BRIDGE,10/26/2011,1/29/2015,198
4255412,M/V MARIN; Personal Injury,2/20/2012,12/5/2014,198
4256480,Allision - M/V CHARLIE EVERHART/CSX RR Bridge,3/5/2012,2/4/2015,198
4256485,Allision - M/V DAVID K. WILSON/CSX RR Bridge,3/3/2012,2/4/2015,199
4259325,19HUN2012 / UTV KYOVA / Collission,3/7/2012,2/4/2015,199
4262980,JOHN R INGRAM; Allision,5/24/2011,5/20/2013,199
4264323,Allision; THOMAS DANN/Brooklyn Bridge,3/14/2012,7/3/2012,199
4266763,24HUN12/UTV YVONNE CONWAY/Allision,3/18/2012,2/5/2015,199
4266828,FMT 2710/Allision/Atchafalaya River MM5,3/17/2012,2/5/2015,199
4266943,ROBERT T/Allision,3/15/2012,2/5/2015,199
4267002,EVEY T/Allision,3/12/2012,2/5/2015,199
4268562,Allision - UTV UNCLE GEORGE&Bayou Bouef RR Bridge,3/20/2012,2/5/2015,199
4268632,Southern Blvd Bridge Allision W.P. Scott/ Regina T,3/7/2012,12/4/2012,199
4269047,MS Allision,3/21/2012,2/5/2015,200
4269375,GENTRY B - Allision & Breakaway,3/13/2012,2/5/2015,200
4272141,MS Allision,3/10/2012,2/5/2015,200
4273502,Allision - TUG THUBAN,3/27/2012,2/6/2015,200
4278213,Allision/EVELYN DORIS & Kingsley Creek(FCRR) Brdg,2/14/2012,4/12/2012,200
4278833,Allision,4/2/2012,2/6/2015,200
4279521,UTV EVELYN DORIS                          ALLISION,4/4/2012,2/6/2015,200
4282392,UTV LP Wright and Merchants Bridge       Allision,4/5/2012,1/7/2015,200
4282685,UTV NAVIGATOR                             ALLISION,4/8/2012,2/6/2015,200
4282907,Allision UTV Kansas City and Sabula RR Bridge,3/26/2012,2/9/2015,200
4284321,RAY A ECKSTEIN / Grounding,3/31/2012,2/9/2015,201
4284676,OSV RYAN CHOUEST-Bridge Allision,4/11/2012,2/9/2015,201
4285408,WTC 3007                                Allision,4/12/2012,2/9/2015,201
4287738,Allision UTV RED FISH/Caney Creek Swing Bridge,4/15/2012,2/9/2015,201
4289271,OCEAN REVENGE Grounding,4/18/2012,5/9/2022,201
4290536,UTV Craig E. Philip/Allision/I-155 Bridge,4/14/2012,1/7/2015,201
4295328,BAI CHAY BRIDGE,4/22/2012,2/10/2015,201
4295445,USNS BRIDGE/Injury,9/25/2011,1/29/2015,201
4296791,UTV HELEN Allision,4/26/2012,2/10/2015,201
4297017,UTV CITY OF NEW ORLEANS/ALLISION/SIMMESPORT BRIDGE,4/25/2012,2/10/2015,201
4298551,UTV CORPUS CHRISTI Allision,4/28/2012,2/10/2015,202
4299095,F/V UNCLE BAYOU / FM 1495 Bridge / Allision,4/29/2012,2/10/2015,202
4299155,BARGE M 3100                              ALLISION,4/27/2012,2/10/2015,202
4299851,UTV COVE POINT / Bridge Allision,4/24/2012,2/10/2015,202
4300579,UTV Jason Luhr/ Allision/Ellander Bridge / ICW,5/1/2012,2/10/2015,202
4302310,UTV HARRY M ALLISION WITH DUWAMISH RR BRIDGE,5/3/2012,2/10/2015,202
4304215,HOLY ANGEL / Allision,4/30/2012,2/10/2015,202
4304271,MS/UTV BRITNEY LEE/ Allision/ Sabula RR/20APR12,4/20/2012,2/10/2015,202
4307427,UTV FATHER PAT/Allision/Atchafalaya MM30,5/10/2012,2/10/2015,202
4308132,30HUN12/UTV D A GRIMM/Allision,5/11/2012,2/10/2015,202
4308762,STC2602/Allision/LMR MM363,5/11/2012,2/10/2015,203
4312872,MS Allision (05/11/2012 4,5/11/2012,2/24/2015,203
4333386,"Bridge Allision, Bayou Dularge Bridge, Swing Thomp",6/4/2012,2/27/2015,203
4333920,"UTV BETH WILSON, bridge allision",5/25/2012,2/27/2015,203
4336487,M/V GOLDEN GATE/Equipment Failure/Pollution,6/6/2012,8/29/2014,203
4337390,MS-NYK CLARA/ Allision (2),6/1/2012,2/27/2015,203
4337393,MS/ NYK CLARA/ Allsion (1),6/1/2012,2/27/2015,203
4337398,UTV SHELBY/Bridge Allision,6/3/2012,2/27/2015,203
4338035,M/V GOLDEN GATE; Allision - Negligence,6/8/2012,2/27/2015,203
4347702,UTV CITY OF NEW ORLEANS / allided with civ pier,6/14/2012,2/27/2015,203
4351371,M/V NAPA;Reduction of Propulsion & Pollution,6/21/2012,2/27/2015,204
4358774,MC,6/10/2012,2/27/2015,204
4359369,UTV Spoiler/ Allision / Westlake Railroad Bridge,6/19/2012,2/27/2015,204
4365637,Tug BISCAYNE- Bridge Allision,6/28/2012,3/2/2015,204
4373220,Allision RANDY ECKSTEIN/CANEY CREEK SWING BRIDGE,7/1/2012,3/2/2015,204
4374232,Allision - RAY ME,7/9/2012,3/2/2015,204
4376237,UTV Allision,4/10/2012,2/27/2015,204
4377893,MC,7/9/2012,3/2/2015,204
4384826,P.T.BARNUM/CREW INJURY/BRIDGEPORT FERRY DOCK,6/28/2012,1/7/2015,204
4387663,MS/FRANK TAMBLE/ALLISION/23JUL12,7/23/2012,3/4/2015,204
4389112,UTV LAURA TAMBLE                          Allision,7/24/2012,3/4/2015,205
4391177,M/V MARIN; Equipment Failure,1/30/2012,2/27/2015,205
4395132,SITEAM DISCOVERER / Allision,7/28/2012,3/4/2015,205
4398313,UTV MARY J-BRIDGE ALLISION,7/23/2012,3/4/2015,205
4398319,OSV Allision btwn FAST RUNNER & BAYOU DULARGE BR.,8/1/2012,3/4/2015,205
4407058,ALLISION,8/8/2012,3/4/2015,205
4409431,UTV NATURES WAY COMMANDER Allision,7/24/2012,3/4/2015,205
4411483,"Tug Chamorro, Saipan Harbor Anchorage L-47, 12-001",8/14/2012,7/16/2014,205
4412633,Allision/M/V MR. GILBERT Houma Nav Bridge east,8/11/2012,3/6/2015,205
4413797,BOUNTY HUNTER / Allision,8/16/2012,3/6/2015,205
4416874,M/V MR GILBERT allision west side Houma nav Bridge,8/11/2012,3/6/2015,206
4416877,GONSOULIN 203 / Allision / GICWW MM 231,8/10/2012,3/4/2015,206
4418761,MS Allision - UTV Arabian w/Kirby 29037,8/22/2012,3/6/2015,206
4423422,Allision UTV ROSS SALVAGGIO Caney Creek Bridge,8/26/2012,3/6/2015,206
4424290,UTV MISS JENNIFER; Allision,8/24/2012,9/9/2022,206
4433041,TEESTA SPIRIT/AK RR BRIDGE/Allision,8/25/2012,3/6/2015,206
4443623,"UTV Pat White (CC1196)  Allision, Pekin RR Bridge",9/14/2012,3/6/2015,206
