activity_id,waterway_role,description,lat,long,waterway_name
3779098,Location,GIWW - MM 59: Bayou Dularge Bridge: GULF INTRACOAS                              ,29.57864,-90.717644,GULF INTRACOASTAL WATERWAY
3779236,Location,Pigs Eye (Belt Line Railroad) Drawbridge. Upper Mississippi River Mile Marker 83,44.9182778333333,-93.0511055,MISSISSIPPI RIVER
3779273,Location,"UMR MM 403.1 IVO Burlington, IA: MISSISSIPPI RIVER                              ",40.795,-91.0916666666667,MISSISSIPPI RIVER
3779285,Location,"Pekin RR Drawbridge, Illinois Waterway Mile Marker 151.2.                       ",40.5539055,-89.6752611666667,ILLINOIS RIVER
3779660,Location,NEWTOWN CREEK                                                                   ,40.71985,-73.92448,NEWTOWN CREEK
3780048,Location,UMR MM 182.5                                                                    ,38.6566666666667,-90.1811666666667,MISSISSIPPI RIVER
3780501,Location,"Lansing Highway (aka Blackhawk) Bridge. Upper Mississippi River, Mile Marker 663",43.3648833333333,-91.2147861666667,MISSISSIPPI RIVER
3787366,Location,"Crescent R/R D/B, UMR MM 481.4, IVO Rock Island, I                              ",41.5106633333333,-90.595775,MISSISSIPPI RIVER
3787382,Location,"Burlington Railroad Bridge, Upper Mississippi Rive                              ",40.7985633333333,-91.0920583333333,MISSISSIPPI RIVER
3787390,Location,UMR MM 535.0 SABULA R/R D/B: MISSISSIPPI RIVER                                  ,42.06497,-90.16837,MISSISSIPPI RIVER
3787681,Location,ILLINOIS - MM 254: ILLINOIS RIVER                                               ,41.40016,-88.28088,ILLINOIS RIVER
3787694,Location,ARTHUR KILL                                                                     ,40.56009,-74.21526,ARTHUR KILL
3788745,Location,MOBILE RIVER                                                                    ,30.736453,-88.042304,MOBILE RIVER
3790045,Location,CALCASIEU RIVER                                                                 ,30.25366,-93.22034,CALCASIEU RIVER
3791538,Location,"West Port Arthur Bridge, Port Arthur, TX                                        ",29.824,-93.9645,"SABINE NECHES WATERWAY, TX"
3793474,Location,"Missouri River Mile Marker 397.5, left descending bank. Across the river from Le",39.3213333333333,-94.9076666666667,MISSOURI RIVER
3793484,Location,"Peoria and Pekin Railroad Drawbridge, Illinois Riv                              ",40.6675133333333,-89.6112383333333,ILLINOIS RIVER
3793719,Location,Upper Mississippi River (UMR) Mile Marker (MM) 180                              ,38.6289583333333,-90.1791016666667,MISSISSIPPI RIVER
3793722,Location,190.4 Cumberland River                                                          ,36.1717433333333,-86.7780516666667,CUMBERLAND RIVER
3793753,Location,"UMR MM 282.1 IVO Louisana, MO: MISSISSIPPI RIVER                                ",39.63627,-91.24667,MISSISSIPPI RIVER
3793817,Location,Incident Location                                                               ,41.3841666666667,-88.3008333333333,ILLINOIS RIVER
3793894,Location,Upper Mississippi River (UMR) Mile Marker (MM) 518                              ,41.8891266666667,-90.1619816666667,MISSISSIPPI RIVER
3797340,Location,"Burlington Railroad D/B. UMR MM 403.1, IVO Burling                              ",40.7985633333333,-91.0920583333333,MISSISSIPPI RIVER
3800719,Location,ALBEMARLE & CHESAPEAKE CANAL                                                    ,36.722935,-76.246899,ALBEMARLE & CHESAPEAKE CANAL
3802597,Location,Crescent Railroad Drawbridge at mile marker 481.4:                              ,41.51877,-90.5697433333333,MISSISSIPPI RIVER
3803430,Location,Bayonne Bridge: NEWARK BAY                                                      ,40.71361,-74.11528,NEWARK BAY
3803708,Location,ILLINOIS RIVER                                                                  ,41.40016,-88.28088,ILLINOIS RIVER
3806050,Location,"Lansing Highway Bridge, Upper Mississippi River Mi                              ",43.3648833333333,-91.214785,MISSISSIPPI RIVER
3813019,Location,"Clinton R/R D/B, UMR MM 518, Clinton, IA                                        ",41.8366583333333,-90.1840333333333,MISSISSIPPI RIVER
3813740,Location,"UMR MM 383.9 IVO Fort Madison, IA: MISSISSIPPI RIV                              ",40.8824966666667,-91.0274916666667,MISSISSIPPI RIVER
3815369,Location,Upper Mississippi River (UMR) Mile Marker (MM) 403                              ,40.7985633333333,-91.0920583333333,MISSISSIPPI RIVER
3815395,Location,MM 309.9 UMR                                                                    ,39.7141666666667,-91.3518333333333,MISSISSIPPI RIVER
3815435,Location,mile marker 481 on the Upper Mississippie River -                               ,41.5106633333333,-90.595775,MISSISSIPPI RIVER
3816746,Location,OLD RIVER                                                                       ,31.0035278333333,-91.6735278333333,INTRACOASTAL WATERWAY ALT. ROUTE
3822899,Location,Sabula Railroad Drawbridge at Upper Mississippi Ri                              ,42.06497,-90.16837,MISSISSIPPI RIVER
3822951,Location,"Crescent R/R D/B, UMR MM 481.4, IVO Quad Cities.                                ",41.5106633333333,-90.595775,MISSISSIPPI RIVER
3822976,Location,"MM 518 UMR,                                                                     ",41.9833333333333,-90.3056666666667,MISSISSIPPI RIVER
3825676,Location,MM 531.4 Lower Mississippi River: MISSISSIPPI RIVE                              ,33.3592316666667,-91.1268683333333,MISSISSIPPI RIVER
3825878,Location,"ILR MM 158-160 IVO Creve Coeur, IL: ILLINOIS RIVER                              ",40.635,-89.6213333333333,ILLINOIS RIVER
3826003,Location,Eastern Branch of Elizabeth River                                               ,36.8416666666667,-76.275,ELIZABETH RIVER
3831591,Location,Florence Highway drawbridge at Mile Marker 56.0 on                              ,39.6328333333333,-90.6077966666667,ILLINOIS RIVER
3832026,Location,Clinton railroad drawbridge mile marker 518 on the                              ,41.8366583333333,-90.1840333333333,MISSISSIPPI RIVER
3833165,Location,CAPE MAY CANAL                                                                  ,38.92081,-75.09711,CAPE MAY CANAL
3837718,Location,"Clinton R/R D/B, UMR MM 518, Clinton, IA: MISSISSI                              ",41.8366583333333,-90.1840333333333,MISSISSIPPI RIVER
3839492,Location,Pascagoula River Bridge                                                         ,30.5,-88.5,PASCAGOULA RIVER
3840864,Location,Federated States of Micronesia EEZ.: PACIFIC OCEAN                              ,12.1916666666667,149.015,PACIFIC OCEAN
3843952,Location,"Gilmerton Bridge, Southern Branch                                               ",36.7628666666667,-76.3439666666667,"ELIZABETH RIVER, SOUTHERN BRANCH"
3845497,Location,Bayou Dularge Waterway Name:  GULF INTRACOASTAL WA                              ,29.5679166666667,-90.7205,GULF INTRACOASTAL WATERWAY
3846529,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.57177,-90.38384,GULF INTRACOASTAL WATERWAY
3846963,Location,MISSISSIPPI RIVER                                                               ,42.12642,-90.19526,MISSISSIPPI RIVER
3850436,Location,"Wappoo River Bridge
 ICW - Mile 4708 Waterway Name                              ",32.7666666666667,-79.9733333333333,ASHLEY RIVER
3851251,Location,LONG ISLAND SOUND                                                               ,40.84091,-73.77991,LONG ISLAND SOUND
3851264,Location,Phelham Parkway bridge                                                          ,40.8576666666667,-73.8091666666667,LONG ISLAND SOUND
3851279,Location,PENN-MAIN PORTAL BRIDGE MM 5 ON THE HACKENSACK RIV                              ,40.7433333333333,-74.0916666666667,HACKENSACK RIVER
3853339,Location,ICW & Hwy278 Bridge at Hilton Head Island                                       ,32.1781333333333,-80.77005,ATLANTIC INTRACOASTAL WATERWAY
3854027,Location,"Illinois Central R/R D/B, UMR MM 579.9, Dubuque, I                              ",42.4977683333333,-90.6499916666667,MISSISSIPPI RIVER
3854296,Location,MISSOURI - MM 359                                                               ,39.140833,-94.479722,MISSOURI RIVER
3859039,Location,Upper Mississippi River (UMR) Mile Marker (MM) 403                              ,40.7985633333333,-91.0920583333333,MISSISSIPPI RIVER
3859048,Location,mile marker 403.1 on the Upper mississippi river:                               ,40.7985633333333,-91.0920583333333,MISSISSIPPI RIVER
3859474,Location,NIANTIC BAY                                                                     ,41.3216666666667,-72.1766666666667,NIANTIC BAY
3863064,Location,UMR Mile Marker 282.1                                                           ,39.4433333333333,-91.0338333333333,MISSISSIPPI RIVER
3863491,Location,At a Facility: CHICAGO & NORTHWESTERN RAILROAD BRI                              ,40.553905,-89.67526,ILLINOIS RIVER
3863660,Location,QUINNIPIAC RIVER: QUINNIPIAC RIVER                                              ,41.3078166666667,-72.8867833333333,QUINNIPIAC RIVER
3865831,Location,"Willis Ave Bridge, Harlem River Waterway Name:  Ha                              ",40.8677766666667,-73.9019433333333,Harlem River
3868167,Location,"UMR MM 813.7 - IVO Hastings, MN                                                 ",44.7483333333333,-92.833,MISSISSIPPI RIVER
3868514,Location,"UMR MM 282.1 RDB - IVO Louisiana, MO                                            ",39.4351666666667,-91.0196666666667,MISSISSIPPI RIVER
3868694,Location,Incident Location                                                               ,36.97939,-89.14182,MISSISSIPPI RIVER
3869020,Location,Sabula railroad draw bridge at Mile Marker 535.0 on the Upper Mississippi River ,42.06497,-90.16837,MISSISSIPPI RIVER
3869031,Location,MM579.9 UMR                                                                     ,42.498,-90.6485,MISSISSIPPI RIVER
3869037,Location,"Burlington R/R D/B, UMR MM 403.1, Burlington, IA.:                              ",40.7985633333333,-91.0920583333333,MISSISSIPPI RIVER
3869039,Location,UMR 518                                                                         ,41.8366583333333,-90.1840333333333,MISSISSIPPI RIVER
3869052,Location,MM 535 UMR                                                                      ,42.0643333333333,-90.168,MISSISSIPPI RIVER
3869061,Location,MISSISSIPPI RIVER                                                               ,42.12642,-90.19526,MISSISSIPPI RIVER
3869327,Location,At a Facility: CHICAGO & NORTHWESTERN RAILROAD BRI                              ,40.5539055,-89.6752611666667,ILLINOIS RIVER
3869691,Location,CSX RR Bridge MM 14 Mobile River                                                ,30.82745,-87.9433,MOBILE RIVER
3870765,Location,"UMR MM 481.4 IVO Galesburg, IL                                                  ",41.5106638333333,-90.595775,MISSISSIPPI RIVER
3872389,Location,"UMR MM 535.0 - IVO Sabula, IA Waterway Name:  MISS                              ",42.06497,-90.16837,MISSISSIPPI RIVER
3872487,Location,Aboard Vessel: VENICE BRIDGE: LONG BEACH CHANNEL                                ,33.72334,-118.184,LONG BEACH CHANNEL
3872713,Location,Incident Location: JAMES RIVER                                                  ,37.0027,-76.46775,JAMES RIVER
3879899,Location,CERRITOS CHANNEL                                                                ,33.770117,-118.222929,CERRITOS CHANNEL
3880512,Location,MM 699.8 UMR: MISSISSIPPI RIVER                                                 ,43.8263333333333,-91.2701666666667,MISSISSIPPI RIVER
3882303,Location,MM 535 UMR                                                                      ,42.0643333333333,-90.168,MISSISSIPPI RIVER
3884168,Location,mile marker 481.4 on the Upper Mississippi River:                               ,41.5076666666667,-90.5991666666667,MISSISSIPPI RIVER
3885526,Location,Mile Marker 699.8 on the Upper Mississippi River:                               ,43.8341666666667,-91.2835,MISSISSIPPI RIVER
3885530,Location,"UMR MM 699.8 IVO La Crosse, RR Bridge                                           ",43.8332266666667,-91.28042,MISSISSIPPI RIVER
3885677,Location,At a Facility: CHICAGO & NORTHWESTERN RAILROAD BRI                              ,40.553905,-89.67526,ILLINOIS RIVER
3887080,Location,Upper Mississippi River Mile Marker 633.4                                       ,43.3601666666667,-91.2118333333333,MISSISSIPPI RIVER
3887898,Location,Mile marker 699.8 La Crosse RR Bridge                                           ,43.8332266666667,-91.28042,MISSISSIPPI RIVER
3888276,Location,Cairo Highway Bridge: MISSISSIPPI RIVER                                         ,36.978935,-89.1477433333333,MISSISSIPPI RIVER
3888665,Location,MISSISSIPPI RIVER                                                               ,36.49793,-89.539812,MISSISSIPPI RIVER
3888833,Location,Weymouth Fore River Bridge                                                      ,42.24466,-70.96701,WEYMOUTH FORE RIVER
3888870,Location,90NM offshore Delaware: Atlantic Ocean                                          ,38.3966666666667,-73.4566666666667,Atlantic Ocean
3888962,Location,"GIWW - MM 49: HOUMA NAVIGATION CANAL, UPPER                                     ",29.571595,-90.7172516666667,"HOUMA NAVIGATION CANAL, UPPER"
3892263,Location,"UMR MM 518.0 - IVO 2 Miles SW of Fulton, IL: MISSI                              ",42.51324,-90.63834,MISSISSIPPI RIVER
3894263,Location,UPPER HOUMA NAVIGATION CANAL                                                    ,29.571595,-90.717252,BAYOU DULAC
3894615,Location,MM 518 UMR: Mississippi River                                                   ,41.8366583333333,-90.1840333333333,Mississippi River
3894624,Location,"UMR MM 579.9 RDB - IVO Dubuque, IA: MISSISSIPPI RI                              ",42.498,-90.6485,MISSISSIPPI RIVER
3894699,Location,MISSISSIPPI - MM 403: MISSISSIPPI RIVER                                         ,31.984722,-91.114444,MISSISSIPPI RIVER
3898305,Location,Lower Mississippi River                                                         ,30.17548,-89.75481,Lower Mississippi River
3900155,Location,MISSISSIPPI RIVER                                                               ,34.62465,-90.58922,MISSISSIPPI RIVER
3900479,Location,HUDSON RIVER                                                                    ,40.88167,-73.93388,HUDSON RIVER
3901694,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.598597,-90.710165,GULF INTRACOASTAL WATERWAY
3903671,Location,GULF INTRACOASTAL WATERWAY                                                      ,30.18013,-89.30453,GULF INTRACOASTAL WATERWAY
3904773,Location,"West Lake Rail Road bridge, North of the I-10 Bridge Lake Charles. Waterway Name",30.23964,-93.24634,CALCASIEU RIVER
3905126,Location,"SABINE NECHES WATERWAY, TX                                                      ",30.04632,-93.7297783333333,"SABINE NECHES WATERWAY, TX"
3905553,Location,"Upper Mississippi River (UMR) Mile Marker (MM) 282.1, Louisiana Railroad (R/R) D",39.4464,-91.0323721666667,MISSISSIPPI RIVER
3905596,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.783122,-92.140599,GULF INTRACOASTAL WATERWAY
3905598,Location,UMR MM 383.5                                                                    ,40.6255,-91.294255,MISSISSIPPI RIVER
3905608,Location,UMR MM 518                                                                      ,41.8366583333333,-90.1840333333333,MISSISSIPPI RIVER
3905913,Location,mile marker 518 on the Upper Mississippi River: MI                              ,41.8366583333333,-90.1840333333333,MISSISSIPPI RIVER
3905999,Location,Upper Mississippi River Mile Marker 180.3 - IVO St                              ,38.6283333333333,-90.1791666666667,MISSISSIPPI RIVER
3906370,Location,977.7 OHR                                                                       ,37.0237933333333,-89.176375,OHIO RIVER
3907033,Location,"MM383.9 UMR, Fort Madison D/B                                                   ",40.6283333333333,-91.2951666666667,MISSISSIPPI RIVER
3907328,Location,ST JOHNS RIVER                                                                  ,30.38789,-81.46623,ST JOHNS RIVER
3907353,Location,"Mile Marker 173 Tombigbee river, Naheola Railroad Bridge. Waterway Name:  TOMBIG",32.21955,-88.0027333333333,TOMBIGBEE RIVER
3913749,Location,GULF INTRACOASTAL WATERWAY                                                      ,26.0849016666667,-97.1993216666667,GULF INTRACOASTAL WATERWAY
3914977,Location,GIWW - MM 49: GULF INTRACOASTAL WATERWAY                                        ,29.5770983333333,-90.5934216666667,GULF INTRACOASTAL WATERWAY
3916706,Location,SAN FRANCISCO BAY                                                               ,37.8073833333333,-121.4058,SAN FRANCISCO BAY
3916735,Location,Larkspur Ferry Terminal Turning Basin Waterway Name:  CORTE MADERA CHANNEL      ,37.94446,-122.5087,CORTE MADERA CHANNEL
3917164,Location,RICHARDSON BAY                                                                  ,37.894,-122.4924,RICHARDSON BAY
3917939,Location,Mile marker 237.5 at SR 384                                                     ,30.08281,-93.28581,GULF INTRACOASTAL WATERWAY
3919572,Location,ILLINOIS RIVER (MM 270.7)                                                       ,41.40016,-88.28088,ILLINOIS RIVER
3920424,Location,At a Facility: CHICAGO & NORTHWESTERN RAILROAD BRI                              ,40.5539055,-89.6752611666667,ILLINOIS RIVER
3920936,Location,ILLINOIS RIVER                                                                  ,41.40016,-88.28088,ILLINOIS RIVER
3922184,Location,mile marker 647 Tennessee River                                                 ,35.9551916666667,-83.91985,TENNESSEE RIVER
3922538,Location,"Gilmerton Bridge, Southern Branch Elizabeth River:                              ",36.775,-76.2966666666667,"ELIZABETH RIVER, SOUTHERN BRANCH"
3928074,Location,MISSISSIPPI RIVER                                                               ,34.51418,-90.58313,MISSISSIPPI RIVER
3928132,Location,CALCASIEU RIVER                                                                 ,30.2525,-93.2177778333333,CALCASIEU RIVER
3928232,Location,"Intracoastal waterway, MM 237                                                   ",30.0663888333333,-93.5244445,Intracoastal waterway
3930691,Location,Simmesport RR Bridge at MM 4.8 on the Atchafalaya:                              ,30.98293,-91.79874,ATCHAFALAYA RIVER
3936302,Location,Wagner Bridge MM 12 GICWW                                                       ,29.76131,-90.10403,Gulf Intracoastal Waterway
3941491,Location,Chessie Baltimore and Ohio RR Bridge: OHIO RIVER                                ,39.2717,-81.5647383333333,OHIO RIVER
3942122,Location,Figure 8 Island Swing Bridge: AICW                                              ,34.2666666666667,-77.75,MASONBORO INLET
3946634,Location,MM 42 - Krotz Springs RR bridge ATCHAFALAYA RIVER                               ,31.01995,-91.75004,ATCHAFALAYA RIVER
3947479,Location,Harvey Canal RR Bridge / 4th St. Bridge                                         ,29.90781,-90.0835,GULF INTRACOASTAL WATERWAY
3954099,Location,"ILR MM 151.2 - IVO Mapleton, IL                                                 ",40.5525,-89.6785,ILLINOIS RIVER
3955757,Location,"ILR MM 151.2 IVO Mapleton, IL: ILLINOIS RIVER                                   ",40.553905,-89.67526,ILLINOIS RIVER
3956368,Location,"GICWW  MM 5 Algiers Canal, RR Bridge                                            ",29.92274,-89.96178,Gulf Intracoastal Waterway
3956432,Location,GULF INTRACOASTAL WATERWAY                                                      ,27.1743333333333,-82.4901666666667,GULF INTRACOASTAL WATERWAY
3958833,Location,DICKINSON BAY                                                                   ,29.4686,-94.9512,DICKINSON BAY
3960258,Location,GLIMERTON BRIDGE                                                                ,36.7753,-76.2949,"ELIZABETH RIVER, SOUTHERN BRANCH"
3964714,Location,944.1 OHR                                                                       ,37.1446966666667,-88.742025,OHIO RIVER
3965595,Location,UMR MM 282: MISSISSIPPI RIVER                                                   ,39.63627,-91.24667,MISSISSIPPI RIVER
3966822,Location,MISSISSIPPI RIVER                                                               ,34.51418,-90.58313,MISSISSIPPI RIVER
3967940,Location,MM 151.2 ILR: ILLINOIS RIVER                                                    ,40.5525,-89.6785,ILLINOIS RIVER
3968182,Location,Philippine Sea                                                                  ,14.1916666666667,145.073333333333,Philippine Sea
3968395,Location,14 mile CSX railroad bridge.                                                    ,30.821,-87.9503333333333,MOBILE RIVER
3968407,Location,CHICKASAW CREEK                                                                 ,30.772564,-88.055609,CHICKASAW CREEK
3968438,Location,Ohio River mile 787                                                             ,37.9057166666667,-87.5509766666667,OHIO RIVER
3968839,Location,MM 267.9 Black Worrior River                                                    ,32.8445,-87.831,BLACK WARRIOR RIVER
3968893,Location,Lower Mississippi River                                                         ,32.7333333333333,-91.0958333333333,Lower Mississippi River
3969380,Location,"Lower Mississippi River, MM 96.5 Robin Streer, LDB                              ",29.91414,-90.085256,Lower Mississippi River
3969725,Location,TOMBIGBEE RIVER                                                                 ,31.758091,-88.126633,TOMBIGBEE RIVER
3969811,Location,Ohio River Mile 602                                                             ,38.2653016666667,-85.7406083333333,OHIO RIVER
3970344,Location,GREENWICH HARBOR                                                                ,41.01814,-73.62421,GREENWICH HARBOR
3973268,Location,At Longboat Pass Bridge                                                         ,27.4441833333333,-82.68795,LONGBOAT PASS
3974046,Location,MM 404.2 Burlington RR Bridge.: Mississippi River                               ,40.81151,-91.09616,MISSISSIPPI RIVER
3974782,Location,GULF INTRACOASTAL WATERWAY                                                      ,27.1745,-82.4898333333333,GULF INTRACOASTAL WATERWAY
3975819,Location,Gulf of Mexico                                                                  ,29.6380555,-93.3825,GULF OF MEXICO
3976473,Location,OREGON INLET                                                                    ,35.76665,-75.52881,OREGON INLET
3978486,Location,"Missouri River Mile Marker 317.5, left descending bank (IVO Lexington, MO)      ",39.1868966666667,-93.8965666666667,MISSOURI RIVER
3980616,Location,MERMENTAU RIVER                                                                 ,29.5831028333333,-92.7665195,MERMENTAU RIVER
3981444,Location,INTRACOASTAL WATERWAY ALT. ROUTE                                                ,30.289662,-91.31489,INTRACOASTAL WATERWAY ALT. ROUTE
3982120,Location,Louisiana RR D/B: MISSISSIPPI RIVER                                             ,39.63627,-91.24667,MISSISSIPPI RIVER
3982233,Location,ALAFIA RIVER                                                                    ,27.857842,-82.392,ALAFIA RIVER
3984563,Location,Upper Mississippi River Mile Marker 535.0 - IVO Sa                              ,42.0643333333333,-90.168,MISSISSIPPI RIVER
3984874,Location,MISSISSIPPI - MM 363                                                            ,31.5575,-91.423055,Lower Mississippi River
3985275,Location,Cochran Bridge                                                                  ,31.2333333333333,-88,MOBILE RIVER
3985304,Location,Lower Mississippi River: MM 96                                                  ,29.91414,-90.085255,Lower Mississippi River
3985336,Location,Incident Location                                                               ,26.0616666666667,-76.3416666666667,ATLANTIC DEEP WATER ACCESS
3985567,Location,"MM 978 OHR Cairo, IL                                                            ",41.650555,-87.6208333333333,OHIO RIVER
3986229,Location,Pelham Parkway Bridge Waterway Name:  Hutchinson River                          ,40.8625,-73.815,Hutchinson River
3986852,Location,Incident Location: Philippine Sea                                               ,15.15,145.568333333333,Philippine Sea
3987295,Location,MM 30 CMB                                                                       ,37.0406666666667,88.2431666666667,CUMBERLAND RIVER
3992784,Location,Mile Marker 978 Ohio River                                                      ,37.01778,-89.17481,OHIO RIVER
3993875,Location,MISSISSIPPI - MM 530                                                            ,33.277777,-91.146111,MISSISSIPPI RIVER
3994448,Location,ELIZABETH RIVER                                                                 ,36.9810471666667,-76.3410555,ELIZABETH RIVER
3997036,Location,Incident Location                                                               ,29.2469,-90.2087,BAYOU LAFOURCHE
3997102,Location,KILL VAN KULL                                                                   ,40.6333333333333,-74.1333333333333,KILL VAN KULL
4001138,Location,"FEC Railway Bridge - Stuart, FL : ST. LUCIE RIVER                               ",27.20374,-80.26005,ST. LUCIE RIVER
4003292,Location,MM 858.1 OHR                                                                    ,37.6698333333333,-88.2185,OHIO RIVER
4006237,Location,Incident Location                                                               ,32.5238221666667,-87.8834916666667,TENNESSEE TOMBIGBEE WATERWAY
4006544,Location,Upper Mississippi River Mile Marker 835.7 - IVO St                              ,44.9226666666667,-93.06,MISSISSIPPI RIVER
4008455,Location,"Black Bayou Swing Bridge
 MM 237.2 Waterway Name::                              ",30.074714,-93.274313,GULF INTRACOASTAL WATERWAY
4009001,Location,32nm west of Orote Pt Waterway Name:  Philippine S                              ,13.3333333333333,144.068333333333,Philippine Sea
4009289,Location,UMR MM 403.1: MISSISSIPPI RIVER                                                 ,40.795,-91.0916666666667,MISSISSIPPI RIVER
4012862,Location,Upper Mississippi River (UMR) Mile Marker (MM) 518                              ,41.8366583333333,-90.1840333333333,Mississippi River
4012907,Location,ILLINOIS - MM 151                                                               ,40.552777,-89.678888,ILLINOIS RIVER
4013487,Location,LOWER HOUMA NAVIGATION CANAL                                                    ,29.34262,-90.73492,BAYOU LAFOURCHE
4015370,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.307715,-94.87557,GULF INTRACOASTAL WATERWAY
4019743,Location,Upper Mississippi River (UMR) Mile Marker (MM) 403                              ,40.7985633333333,-91.0920583333333,Mississippi River
4020106,Location,Pelham Parkway Bridge Waterway Name:  Hutchinson R                              ,40.84372,-73.8111,HUTCHINSON RIVER
4022562,Location,CF Industries                                                                   ,40.795,-91.0916666666667,MISSISSIPPI RIVER
4023585,Location,"BRIDGE OF LION, ST AUGUSTINE, FL: ATLANTIC INTRACO                              ",29.9,-81.35,ATLANTIC INTRACOASTAL WATERWAY
4023675,Location,CHOCTAWHATCHEE BAY-BROOKS BRIDGE                                                ,30.48811,-85.86572,GULF INTRACOASTAL WATERWAY
4023773,Location,Upper Mississsippi River MM 43                                                  ,37.2164933333333,-89.4672433333333,MISSISSIPPI RIVER
4028352,Location,Upper Mississippi River (UMR) Mile Marker (MM) 403.1.                           ,40.7985638333333,-91.0920583333333,MISSISSIPPI RIVER
4028674,Location,UMR MM 403.1: MISSISSIPPI RIVER                                                 ,40.882497,-91.027492,MISSISSIPPI RIVER
4028715,Location,Douglas MacArthur RR Bridge                                                     ,38.5555,-90.2401666666667,MISSISSIPPI RIVER
4029197,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.5985966666667,-90.710165,GULF INTRACOASTAL WATERWAY
4029928,Location,Gulf Intracoastal Waterway                                                      ,29.742602,-90.134193,Gulf Intracoastal Waterway
4030408,Location,GULF INTRACOASTAL WATERWAY                                                      ,28.87058,-95.444545,GULF INTRACOASTAL WATERWAY
4035970,Location,OHIO RIVER MM978.8                                                              ,37.19132,-89.051065,OHIO RIVER
4036439,Location,CUMBERLAND - MM 30: CUMBERLAND RIVER                                            ,37.03151,-88.22694,CUMBERLAND RIVER
4036463,Location,In vicinity of San Francisco Ferry Building: SAN F                              ,37.805,-122.387166666667,SAN FRANCISCO BAY
4037664,Location,Mile Marker 232 Grand Lake Swing Bridge Waterway N                              ,29.9706,-92.79704,GULF INTRACOASTAL WATERWAY
4038529,Location,MM 838.8 Lower Mississippi River                                                ,36.11595,-89.61315,MISSISSIPPI RIVER
4038776,Location,The Rigolets RR BRIDGE                                                          ,30.17548,-89.75481,Lower Mississippi River
4043305,Location,St Louis Harbor: MISSISSIPPI RIVER                                              ,38.616,-90.183,MISSISSIPPI RIVER
4044454,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.307715,-94.87557,GULF INTRACOASTAL WATERWAY
4045493,Location,"ACUSHNET RIVER, NEW BEDFORD: ACUSHNET RIVER                                     ",41.631,-70.9143333333333,ACUSHNET RIVER
4051335,Location,"Illinois River Mile Marker 56.0 - IVO Florence, IL                              ",39.6325,-90.6068333333333,ILLINOIS RIVER
4053428,Location,CHICAGO SHIP CANAL                                                              ,41.84474,-87.66436,CALUMET-SAG CHANNEL
4054130,Location,LOWER HACK RR BRIDGE (MM 3.4) HACKENSACK RIVER NJ:                              ,40.743,-74.07745,HACKENSACK RIVER
4054184,Location,Chesapeake Bay Bridge Tunnel                                                    ,36.85,-76.3,CHESAPEAKE BAY
4054587,Location,Galveston Ship Channel                                                          ,29.3116666666667,-94.825,Galveston Ship Channel
4059205,Location,GULF INTRACOASTAL WATERWAY                                                      ,28.87058,-95.444545,Caney Creek
4059544,Location,Burlington Railroad Bridge: MISSISSIPPI RIVER                                   ,40.8233333333333,-91.0893333333333,MISSISSIPPI RIVER
4060152,Location,Lacrosse Railroad Drawbridge IVO Mile Marker 699.8                              ,43.8332266666667,-91.28042,MISSISSIPPI RIVER
4060812,Location,TENNESSEE RIVER MM 4.5                                                          ,37.0164616666667,-88.2682583333333,TENNESSEE RIVER
4063911,Location,KINGSLEY CREEK BRIDGE                                                           ,30.9833333333333,-81.9833333333333,ATLANTIC INTRACOASTAL WATERWAY
4065690,Location,UMR MM 180                                                                      ,38.6289583333333,-90.1791016666667,MISSISSIPPI RIVER
4065698,Location,Hannibal RR Drawbridge UMR 309.9                                                ,39.7246666666667,-91.3633333333333,MISSISSIPPI RIVER
4069842,Location,Illinois Waterway (ILR) Mile Marker (MM) 56.0.                                  ,39.6328333333333,-90.6077971666667,ILLINOIS RIVER
4070204,Location,REYNOLDS CHANNEL - Atlantic Beach Bridge                                        ,40.59578,-73.7371666666667,REYNOLDS CHANNEL
4071823,Location,"MM 364.7 Missouri River, Kansas City: MISSOURI RIV                              ",39.115,-94.60762,MISSOURI RIVER
4072731,Location,Vicksburg Railroad Bridge: Lower Mississippi River                              ,32.3152283333333,-90.9075066666667,Lower Mississippi River
4073778,Location,ILW MM 56.0                                                                     ,39.6328333333333,-90.6077966666667,ILLINOIS RIVER
4077450,Location,Centerville Bridge: ALBEMARLE & CHESAPEAKE CANAL                                ,36.8721166666667,-76.5257,ALBEMARLE & CHESAPEAKE CANAL
4078850,Location,"UMR MM 403.1 - IVO Burlington, IA: MISSISSIPPI RIV                              ",40.795,-91.0916666666667,MISSISSIPPI RIVER
4085641,Location,"UMR MM 813.7 - IVO Hastings, MN: MISSISSIPPI RIVER                              ",44.7483333333333,-92.833,MISSISSIPPI RIVER
4087151,Location,Upper Mississippi River (UMR) Mile Marker (MM) 835                              ,44.9182766666667,-93.051105,MISSISSIPPI RIVER
4087257,Location,Burlington RR Drawbridge: MISSISSIPPI RIVER                                     ,40.882497,-91.027492,MISSISSIPPI RIVER
